time,PGL3,PGL3-mRNA,MEG3,MEG3-mRNA,MEG3p,mRNA,MEX5,MEX5-mRNA,Pgran,pre-Pgran
50,1126,18,70,3,0,952,938,391,4,4
50.5,1136,28,71,3,0,962,940,380,3,5
51,1113,30,74,4,0,967,950,373,4,4
51.5,1094,27,67,6,0,948,920,397,4,4
52,1087,25,71,3,0,963,929,389,4,4
52.5,1090,27,65,4,0,965,942,377,5,2
53,1109,17,70,0,0,972,940,383,5,3
53.5,1106,23,69,2,0,956,920,399,5,1
54,1113,20,77,2,1,965,933,383,4,2
54.5,1094,27,67,2,0,959,933,384,6,1
55,1112,24,69,6,1,961,940,382,6,0
55.5,1113,23,65,7,1,959,933,390,6,0
56,1110,16,64,2,1,930,909,419,5,5
56.5,1111,21,55,3,0,913,897,427,4,5
57,1117,23,57,3,0,925,906,413,3,6
57.5,1128,23,54,3,0,966,945,375,5,3
58,1141,26,55,4,0,949,931,393,5,2
58.5,1137,15,55,1,0,953,922,398,5,2
59,1135,28,61,2,0,960,931,386,5,2
59.5,1111,23,56,6,0,965,940,379,5,2
60,1100,22,58,2,0,982,955,363,5,2
60.5,1100,21,56,4,1,980,960,365,6,1
61,1104,22,55,1,1,979,962,364,7,0
61.5,1106,20,61,2,1,970,977,350,6,1
62,1097,36,60,3,0,931,940,386,6,0
62.5,1087,17,56,4,0,963,950,382,6,0
63,1094,16,56,5,2,977,952,381,4,2
63.5,1119,16,52,1,2,980,958,377,4,3
64,1067,21,50,1,1,966,944,383,4,3
64.5,1073,30,62,1,1,964,954,374,4,3
65,1087,17,65,1,1,948,953,379,5,1
65.5,1084,22,55,6,2,944,963,364,5,1
66,1083,25,61,2,2,940,945,383,5,1
66.5,1086,17,64,3,1,933,934,399,3,3
67,1087,21,58,6,1,930,951,384,3,3
67.5,1090,25,66,4,1,933,947,384,3,3
68,1094,18,74,4,1,947,957,378,3,3
68.5,1076,27,73,2,1,955,965,370,3,2
69,1079,22,72,3,0,931,952,389,3,2
69.5,1096,18,70,4,0,950,960,378,3,1
70,1106,18,72,4,0,965,964,375,4,0
70.5,1109,25,70,4,0,937,965,380,4,0
71,1139,21,63,1,0,948,961,388,4,0
71.5,1173,22,59,2,0,958,967,381,4,0
72,1147,24,58,2,0,966,969,381,4,0
72.5,1136,24,65,1,0,968,974,371,4,0
73,1141,16,66,1,0,965,953,393,4,0
73.5,1120,24,71,3,0,961,971,380,4,0
74,1113,21,60,2,0,952,964,383,4,1
74.5,1122,21,55,3,0,997,991,366,4,1
75,1106,13,61,2,0,970,983,371,4,1
75.6,1091,29,52,2,0,959,990,366,4,2
76.1,1116,27,54,2,0,941,967,393,2,3
76.6,1105,21,54,2,0,952,978,382,2,4
77.1,1130,19,56,3,0,972,969,393,2,2
77.6,1131,23,61,1,0,968,967,391,2,1
78.1,1112,27,63,2,0,976,979,380,2,1
78.6,1135,13,69,2,0,1016,994,369,1,2
79.1,1126,21,67,2,0,971,973,387,1,1
79.6,1160,19,66,3,0,982,987,377,1,2
80.1,1158,24,65,3,0,961,965,396,1,3
80.6,1126,29,62,5,0,941,957,399,1,3
81.1,1134,23,71,4,1,978,978,379,0,4
81.6,1119,24,69,3,0,943,957,398,0,4
82.1,1145,22,70,1,0,944,955,398,1,3
82.6,1131,28,69,4,0,955,989,367,2,2
83.1,1153,26,74,4,0,950,975,380,3,2
83.6,1153,16,78,0,0,954,960,402,3,1
84.1,1157,27,70,4,0,952,981,377,2,1
84.6,1169,17,66,2,0,976,985,375,2,1
85.1,1158,19,63,5,0,975,999,368,2,1
85.6,1156,23,65,1,0,975,980,393,2,1
86.1,1138,24,63,3,0,974,979,388,3,0
86.6,1146,24,66,3,0,968,983,379,3,0
87.1,1125,23,54,8,0,984,1012,354,3,0
87.6,1118,22,53,1,0,975,990,374,3,3
88.1,1138,16,55,2,0,945,976,388,3,3
88.6,1155,21,56,3,0,959,985,379,2,3
89.1,1144,20,49,0,0,966,980,384,2,3
89.6,1143,19,45,2,0,945,978,384,2,3
90.1,1131,28,43,4,0,942,974,389,2,1
90.6,1122,16,48,1,0,924,962,404,2,1
91.1,1088,28,45,3,0,934,966,403,2,1
91.6,1107,24,47,2,0,930,974,397,2,1
92.1,1119,14,46,3,0,944,985,389,2,1
92.6,1115,30,52,2,0,929,984,384,2,0
93.1,1142,16,48,4,0,943,971,397,2,0
