time,PGL3,PGL3-mRNA,MEG3,MEG3-mRNA,MEG3p,mRNA,MEX5,MEX5-mRNA,Pgran,pre-Pgran
50,1025,24,62,0,1,949,925,397,10,3
50.5,1069,21,61,1,1,987,957,363,9,3
51,1044,20,59,0,2,938,944,378,8,5
51.5,1040,24,61,3,2,942,948,369,8,5
52,1067,16,68,3,1,946,948,374,8,4
52.5,1061,24,59,3,0,963,954,368,8,4
53,1056,18,65,5,1,937,922,406,8,3
53.5,1077,18,66,2,1,928,939,393,7,5
54,1081,15,66,7,1,951,950,386,6,6
54.5,1083,17,70,1,1,975,971,367,7,5
55,1088,30,63,2,1,957,963,371,7,5
55.5,1080,19,68,2,1,976,974,358,9,2
56,1110,20,59,8,1,935,971,359,9,3
56.5,1092,13,61,4,1,941,954,381,9,3
57,1078,24,58,3,1,946,972,366,9,4
57.5,1099,28,58,3,1,917,957,379,7,7
58,1114,22,56,2,1,894,948,387,8,6
58.5,1109,19,64,3,1,901,953,386,7,5
59,1097,19,68,2,1,912,967,373,6,6
59.5,1089,28,76,1,1,916,968,372,7,5
60,1094,28,72,3,0,914,975,371,7,3
60.5,1090,26,66,1,0,941,981,362,6,3
61,1129,16,75,2,0,941,981,359,6,3
61.5,1103,18,69,4,0,929,976,366,7,2
62,1113,22,69,1,1,899,952,382,7,2
62.5,1114,24,62,2,0,916,972,353,7,2
63,1117,26,69,2,2,923,964,366,5,3
63.5,1103,25,74,6,0,935,980,352,5,3
64,1097,19,71,1,1,949,993,340,4,3
64.5,1090,29,80,3,0,896,940,393,3,4
65,1126,22,74,3,0,938,959,370,3,3
65.5,1091,24,73,3,0,924,963,361,3,3
66,1076,24,62,3,0,914,958,377,4,2
66.5,1036,28,61,6,0,922,972,368,5,1
67,1068,20,68,1,0,939,994,343,5,1
67.5,1079,22,75,2,0,927,994,345,5,1
68,1080,18,65,3,0,927,968,372,5,1
68.5,1081,22,72,4,1,898,928,413,2,4
69,1056,31,66,2,1,900,952,390,3,4
69.5,1079,23,73,1,1,926,968,376,4,3
70,1061,21,67,3,0,912,961,382,5,3
70.5,1055,19,72,4,0,945,991,351,5,5
71,1080,22,69,1,0,915,960,378,6,3
71.5,1054,25,65,2,1,935,963,377,6,1
72,1067,29,58,1,1,910,953,385,6,1
72.5,1079,19,56,1,0,913,953,385,6,2
73,1062,27,61,4,0,891,960,376,5,3
73.5,1099,16,61,2,1,920,967,367,4,4
74,1109,30,67,1,1,927,964,368,3,4
74.5,1122,27,60,4,1,911,957,374,4,3
75,1098,28,66,2,1,915,951,372,5,2
75.6,1082,25,64,4,1,911,962,366,5,2
76.1,1115,17,68,4,1,946,993,349,5,2
76.6,1098,19,63,4,2,942,977,359,4,2
77.1,1100,24,63,2,3,931,984,353,4,0
77.6,1122,22,65,3,2,898,957,375,4,0
78.1,1179,33,65,3,2,910,971,369,4,1
78.6,1125,20,71,1,2,925,970,366,4,2
79.1,1136,27,67,2,2,920,973,362,4,3
79.6,1112,24,64,3,3,896,968,368,5,2
80.1,1141,16,62,4,3,934,980,357,5,2
80.6,1141,27,72,3,3,913,971,367,5,2
81.1,1145,21,67,4,2,927,982,364,6,1
81.6,1136,16,61,5,2,920,974,369,6,1
82.1,1120,22,69,1,2,875,942,401,6,1
82.6,1108,15,73,2,1,903,973,372,6,1
83.1,1132,20,75,1,1,894,979,370,5,2
83.6,1086,14,71,9,1,886,974,379,5,2
84.1,1110,27,82,1,1,929,988,363,4,4
84.6,1114,26,73,4,1,888,987,366,4,4
85.1,1126,23,73,5,1,919,998,357,3,3
85.6,1121,21,79,1,1,911,990,370,3,2
86.1,1121,23,72,6,2,908,995,364,3,2
86.6,1120,13,67,3,2,935,1001,357,3,2
87.1,1130,24,74,3,1,937,995,363,3,2
87.6,1147,16,80,0,0,891,950,408,4,1
88.1,1130,21,74,2,0,899,969,395,2,3
88.6,1146,26,70,3,0,929,992,370,2,3
89.1,1128,17,70,0,0,918,967,393,2,4
89.6,1124,21,73,1,0,931,982,377,2,3
90.1,1125,16,69,2,0,947,998,362,2,3
90.6,1149,26,67,7,0,927,1005,357,4,0
91.1,1123,25,69,3,0,924,987,377,3,0
91.6,1136,22,70,1,0,929,985,377,3,0
92.1,1125,24,55,5,0,908,966,397,3,0
92.6,1140,26,70,2,0,921,979,381,3,0
93.1,1160,14,68,4,0,931,977,385,3,0
93.6,1170,30,65,4,0,912,996,377,3,0
94.1,1160,38,59,4,0,919,1004,368,3,3
94.6,1157,30,62,2,0,916,1005,361,3,3
95.1,1175,25,48,10,0,942,1010,352,3,4
95.6,1144,23,59,1,0,936,985,374,3,3
96.1,1145,18,60,2,0,921,974,386,4,2
96.6,1157,20,62,2,0,920,984,374,4,3
97.1,1146,20,60,0,0,921,982,380,4,3
97.6,1155,18,60,2,0,926,993,368,4,2
98.1,1160,18,54,3,1,924,993,369,2,4
98.6,1151,19,57,2,1,938,1005,357,3,3
99.1,1149,29,61,2,1,924,1003,363,4,2
99.6,1158,20,62,3,1,917,993,371,4,2
100.1,1156,22,58,5,1,915,993,370,4,2
100.6,1163,20,63,2,1,908,995,377,4,3
101.1,1151,25,60,4,1,927,1015,366,2,4
101.6,1156,23,58,4,1,901,989,395,3,4
102.1,1163,23,56,2,1,937,1010,379,3,2
102.6,1156,19,62,3,1,955,1027,363,4,2
103.1,1178,18,65,4,1,925,996,398,4,1
103.6,1140,20,64,2,0,917,983,408,4,1
104.1,1141,17,65,3,0,894,965,412,4,2
104.6,1130,26,70,1,0,925,999,381,4,2
105.1,1127,17,62,2,0,929,995,387,4,2
105.6,1127,19,65,4,0,919,980,398,4,2
106.1,1104,26,65,2,0,907,968,407,4,2
106.6,1117,27,65,5,0,921,1001,379,4,2
107.1,1106,23,65,2,0,922,995,390,4,2
107.6,1100,29,62,1,0,913,995,395,4,2
108.1,1103,25,71,1,0,929,1012,374,4,2
108.6,1087,26,61,6,0,920,1003,391,5,1
109.1,1084,22,63,0,0,933,1009,389,5,1
109.6,1083,33,57,3,0,940,1034,368,5,1
110.1,1083,21,59,1,0,919,997,400,5,2
110.6,1100,21,66,5,0,896,981,409,5,2
111.1,1117,16,55,7,1,915,983,400,4,4
111.6,1125,21,69,1,1,914,991,391,4,2
112.1,1136,18,65,5,1,918,984,402,4,1
112.6,1113,25,58,4,1,934,1001,385,4,3
113.1,1095,17,53,4,1,937,997,392,3,4
113.6,1097,24,62,4,1,925,1002,383,3,4
114.1,1108,17,55,4,1,945,1023,368,3,4
114.6,1073,34,56,3,1,928,1020,365,5,2
115.1,1090,19,56,2,1,947,1022,364,5,3
115.6,1081,20,60,2,0,925,994,384,6,2
116.1,1106,25,49,5,0,912,982,398,6,2
116.6,1114,17,56,3,0,931,991,392,7,0
117.1,1096,21,52,2,0,949,1015,375,7,0
117.6,1081,24,54,2,0,958,1029,360,7,0
118.1,1108,17,48,3,0,967,1022,370,6,1
118.6,1110,25,58,1,0,935,1010,376,6,1
119.1,1095,25,63,2,0,913,998,388,5,0
119.6,1119,26,69,1,0,920,994,395,5,0
120.1,1111,26,68,4,0,910,998,392,5,0
