time,PGL3,PGL3-mRNA,MEG3,MEG3-mRNA,MEG3p,mRNA,MEX5,MEX5-mRNA,Pgran,pre-Pgran
50,1108,15,80,2,1,837,1791,633,7,3
50.5,1089,26,76,3,1,838,1817,606,6,3
51,1104,17,73,5,1,827,1785,625,6,3
51.5,1087,18,69,2,0,809,1763,648,8,1
52,1125,21,75,0,0,814,1789,622,9,0
52.5,1097,21,75,3,0,813,1797,616,9,0
53,1131,18,79,4,0,802,1800,607,8,1
53.5,1123,21,79,3,1,818,1830,583,6,5
54,1119,9,74,4,2,814,1824,596,4,6
54.5,1101,15,68,1,3,808,1809,607,7,4
55,1101,23,71,2,1,801,1800,618,5,4
55.5,1127,15,65,2,1,793,1799,616,7,3
56,1138,17,64,2,1,823,1814,599,6,3
56.5,1163,18,57,3,2,829,1828,580,5,3
57,1130,23,60,4,1,840,1844,565,7,2
57.5,1126,21,65,2,3,857,1839,566,8,2
58,1100,26,64,3,3,825,1823,579,7,3
58.5,1066,23,62,0,2,847,1837,565,7,3
59,1067,32,53,3,1,820,1828,578,8,2
59.5,1118,19,61,1,1,836,1836,568,7,2
60,1096,26,63,2,0,775,1792,617,8,2
60.5,1110,19,64,2,0,797,1810,598,6,2
61,1107,16,59,4,2,818,1835,572,7,1
61.5,1104,19,56,4,1,824,1836,578,7,1
62,1113,15,55,1,1,784,1802,615,5,4
62.5,1075,25,60,2,2,792,1813,603,5,2
63,1071,15,62,3,2,841,1824,590,5,2
63.5,1076,17,59,1,0,785,1779,634,5,3
64,1066,20,70,0,1,803,1779,620,5,3
64.5,1077,19,73,2,0,788,1763,644,7,1
65,1072,14,76,3,2,808,1787,622,7,1
65.5,1069,19,76,1,1,834,1814,600,5,2
66,1098,24,72,0,0,824,1798,605,5,2
66.5,1096,21,75,4,0,816,1784,619,5,2
67,1088,17,72,5,0,805,1771,629,5,3
67.5,1103,20,78,0,0,841,1806,598,5,4
68,1105,21,84,0,0,798,1775,626,6,2
68.5,1098,20,75,1,0,814,1784,620,6,2
69,1101,28,74,2,0,831,1800,608,6,1
69.5,1120,21,77,4,0,837,1816,584,6,1
70,1091,12,72,4,0,861,1827,567,6,1
70.5,1113,18,67,3,1,807,1785,615,5,2
71,1131,19,74,3,1,819,1800,600,6,1
71.5,1117,26,76,5,1,818,1802,609,6,0
72,1116,18,74,1,2,842,1814,599,5,1
72.5,1130,25,72,3,1,832,1804,607,5,0
