time,PGL3,PGL3-mRNA,MEG3,MEG3-mRNA,MEG3p,mRNA,MEX5,MEX5-mRNA,Pgran,pre-Pgran
50,1113,20,80,4,2,1015,936,379,9,6
50.5,1116,20,90,2,2,981,914,394,10,5
51,1122,21,83,1,2,1002,941,378,11,5
51.5,1137,31,76,2,2,983,931,392,11,5
52,1153,25,77,3,2,1022,953,367,10,6
52.5,1152,17,83,2,2,1006,931,393,10,6
53,1166,22,73,6,0,1001,934,384,11,5
53.5,1150,26,75,6,1,981,937,377,11,5
54,1149,25,73,3,0,980,933,382,12,6
54.5,1131,17,78,4,0,1011,943,383,12,4
55,1118,25,87,4,0,982,960,367,12,5
55.5,1138,23,79,4,0,984,961,369,14,3
56,1105,28,78,1,0,983,963,375,14,4
56.5,1143,19,73,2,0,977,955,375,15,3
57,1099,29,76,3,1,987,979,358,15,2
57.5,1103,24,85,5,1,963,958,378,14,2
58,1111,22,86,4,1,967,970,367,15,1
58.5,1098,22,81,5,1,944,948,387,13,3
59,1102,22,80,2,0,943,966,373,13,3
59.5,1084,26,78,1,0,948,975,363,13,3
60,1129,15,78,0,0,949,968,372,13,2
60.5,1101,30,80,5,0,918,967,379,13,2
61,1117,21,90,2,0,929,961,391,13,3
61.5,1137,19,91,1,0,932,972,388,14,2
62,1130,20,90,5,1,932,955,411,11,6
62.5,1135,24,94,2,0,951,978,385,12,4
63,1135,27,92,3,0,968,987,379,11,5
63.5,1126,18,87,4,0,956,981,387,10,6
64,1145,18,88,4,0,957,994,380,9,8
64.5,1146,17,86,6,0,957,1002,370,12,5
65,1141,20,90,1,0,944,994,383,11,7
65.5,1097,36,83,2,0,942,1006,361,12,6
66,1113,20,86,4,1,921,988,376,10,8
66.5,1149,22,84,2,1,915,986,381,13,6
67,1131,21,78,7,0,917,984,383,13,6
67.5,1133,25,83,4,0,888,967,404,14,7
68,1133,24,83,3,0,883,960,416,10,10
68.5,1113,22,85,3,0,937,1010,368,10,8
69,1151,19,89,2,0,900,991,389,8,9
69.5,1147,29,91,3,0,918,1034,348,8,8
70,1163,33,86,6,0,917,1021,363,8,7
70.5,1163,30,81,6,0,896,996,383,7,8
71,1138,23,80,6,0,904,1005,372,7,10
71.5,1161,22,81,6,0,890,986,398,6,9
72,1144,27,70,7,1,867,979,407,7,7
72.5,1138,22,73,2,1,896,989,393,11,3
73,1119,17,71,3,1,898,1004,379,11,3
73.5,1115,16,76,4,2,894,994,381,12,1
74,1118,24,78,3,3,902,996,382,13,2
74.5,1107,15,79,2,3,946,1019,365,11,4
75,1112,18,66,5,2,927,1015,366,11,4
75.6,1121,23,75,1,1,895,983,394,12,4
76.1,1128,19,75,0,2,915,993,390,14,3
76.6,1150,21,73,5,2,866,966,418,15,2
77.1,1108,19,75,3,3,880,971,415,16,1
77.6,1137,16,76,5,3,890,979,398,16,1
78.1,1147,17,70,1,4,866,969,414,16,1
78.6,1126,16,78,2,4,899,995,387,14,3
79.1,1126,31,69,2,4,916,1012,363,12,4
79.6,1148,26,67,3,4,896,992,384,10,6
80.1,1126,20,79,2,3,893,989,397,10,5
80.6,1125,22,72,6,5,913,1018,371,10,6
81.1,1151,30,77,1,4,888,991,398,11,5
81.6,1171,21,78,2,3,896,1007,384,11,3
82.1,1153,20,79,0,1,940,1032,352,11,3
82.6,1167,24,72,4,1,886,980,410,10,5
83.1,1146,24,80,1,1,947,1032,367,11,5
83.6,1108,26,70,3,0,904,1006,391,11,4
84.1,1089,22,63,7,0,922,1021,381,13,3
84.6,1129,17,69,3,0,930,1017,386,15,1
85.1,1124,16,66,2,1,891,1012,389,14,2
85.6,1088,23,70,2,1,881,1018,379,11,5
86.1,1117,16,69,3,1,904,1037,366,13,3
86.6,1124,17,73,1,0,939,1057,351,14,2
87.1,1118,24,78,3,0,890,1021,389,11,5
87.6,1106,21,72,5,0,893,1029,382,9,7
88.1,1118,21,71,1,0,870,997,406,9,8
88.6,1139,22,71,1,0,883,997,407,9,8
89.1,1131,27,68,1,0,893,1023,378,12,4
89.6,1155,17,68,2,0,895,1012,393,12,3
90.1,1150,24,71,4,0,898,1015,390,14,1
90.6,1157,23,72,4,0,898,1036,376,13,2
91.1,1127,24,75,2,0,919,1050,356,12,3
91.6,1160,14,73,1,1,909,1046,356,12,2
92.1,1160,17,72,3,0,903,1042,371,10,4
92.6,1146,24,72,3,0,867,1030,382,11,3
93.1,1124,11,72,1,1,904,1037,378,10,5
93.6,1149,23,68,5,1,899,1053,359,11,2
94.1,1115,24,69,2,1,890,1043,369,10,3
94.6,1137,23,79,2,1,901,1030,370,7,5
95.1,1123,15,68,2,2,909,1037,367,6,5
95.6,1133,23,74,1,1,889,1031,370,7,3
96.1,1162,20,80,2,2,906,1039,360,8,3
96.6,1124,20,66,2,2,874,1006,390,6,4
97.1,1129,19,70,0,2,894,1017,383,6,4
97.6,1084,22,77,3,2,902,1030,371,6,3
98.1,1075,25,69,2,2,908,1039,368,7,2
98.6,1087,26,74,3,2,878,1029,381,7,2
99.1,1106,21,70,2,1,904,1043,357,6,3
99.6,1091,29,70,3,2,885,1041,363,7,2
100.1,1141,13,70,2,2,879,1017,385,6,3
100.6,1130,26,71,3,3,867,1014,388,5,4
101.1,1157,20,68,3,1,843,1000,403,5,4
101.6,1164,30,66,5,0,882,1044,359,5,3
102.1,1112,20,72,1,0,882,1039,365,5,3
102.6,1153,22,71,2,0,884,1032,374,3,4
103.1,1164,23,74,6,1,896,1022,382,3,2
103.6,1172,24,74,2,1,879,1020,382,3,3
104.1,1184,18,69,1,1,888,1017,386,3,2
104.6,1178,25,72,2,1,887,1036,366,4,0
105.1,1204,18,68,3,1,867,1018,389,4,2
105.6,1173,18,62,1,1,873,1020,381,3,4
106.1,1176,29,70,2,1,865,1023,379,3,3
106.6,1178,27,63,5,1,879,1027,373,2,4
107.1,1171,21,71,2,1,895,1041,360,2,4
107.6,1198,19,64,3,1,902,1034,363,2,4
108.1,1197,18,53,3,1,888,1011,389,1,5
108.6,1177,32,64,2,0,877,1012,388,0,6
109.1,1183,27,65,2,0,877,1008,392,1,5
109.6,1192,21,68,5,0,895,1020,384,2,3
110.1,1150,33,71,3,0,867,1005,398,2,3
110.6,1178,21,73,4,1,892,1011,394,3,2
111.1,1156,19,74,4,1,867,1004,400,5,0
111.6,1143,18,71,3,0,908,1025,380,5,0
112.1,1137,25,79,3,1,884,1009,401,3,2
112.6,1148,14,72,4,0,926,1055,351,3,2
113.1,1113,22,75,5,1,926,1057,352,3,2
113.6,1146,16,75,2,0,930,1044,362,3,1
114.1,1119,20,83,2,1,928,1051,359,2,1
114.6,1122,21,86,0,1,899,1012,400,2,1
115.1,1121,21,85,4,1,892,1007,391,2,3
115.6,1135,20,88,2,0,901,1018,388,1,4
116.1,1127,29,86,0,0,883,1011,386,1,3
116.6,1139,28,84,1,0,893,1000,394,1,3
