time,PGL3,PGL3-mRNA,MEG3,MEG3-mRNA,MEG3p,mRNA,MEX5,MEX5-mRNA,Pgran,pre-Pgran
50,1095,18,60,2,1,794,1809,618,4,1
50.5,1082,22,65,2,2,805,1833,590,3,3
51,1076,20,72,4,1,803,1844,584,3,3
51.5,1087,20,64,5,2,797,1839,590,4,2
52,1074,21,68,2,1,783,1813,620,5,1
52.5,1069,16,62,1,1,804,1820,605,4,3
53,1072,16,65,1,1,799,1814,608,5,2
53.5,1072,22,59,5,2,789,1847,565,4,3
54,1090,10,62,3,1,810,1848,573,4,3
54.5,1092,16,63,2,1,814,1859,573,3,5
55,1098,27,60,2,1,779,1824,593,3,4
55.5,1114,19,60,3,2,799,1830,586,3,4
56,1111,24,66,2,0,800,1833,590,4,2
56.5,1095,9,63,1,0,827,1832,597,4,3
57,1109,14,67,1,0,795,1800,624,4,2
57.5,1107,21,64,2,0,793,1807,615,4,2
58,1121,18,57,4,1,795,1799,632,5,1
58.5,1109,13,61,4,1,831,1852,583,4,2
59,1092,26,63,1,1,838,1865,563,5,1
59.5,1125,12,67,2,0,829,1851,579,5,1
60,1089,20,67,2,1,815,1839,589,5,1
60.5,1106,13,68,2,1,806,1821,609,5,1
61,1085,20,63,6,1,801,1836,601,5,2
61.5,1118,14,59,1,1,787,1819,618,5,1
62,1095,20,62,2,0,802,1866,583,4,2
62.5,1095,19,61,1,2,785,1838,609,5,1
63,1094,15,58,1,2,765,1829,615,5,1
63.5,1098,14,53,4,2,777,1831,599,5,1
64,1100,17,57,0,2,797,1838,596,5,0
64.5,1107,17,58,0,1,760,1797,629,5,0
65,1114,22,53,5,1,775,1811,612,4,1
65.5,1122,15,62,2,1,800,1831,591,4,1
66,1119,20,60,3,1,787,1815,604,4,1
66.5,1092,15,67,2,1,837,1852,568,4,1
67,1117,19,70,4,1,819,1832,591,3,1
67.5,1146,16,78,4,1,802,1839,585,2,1
68,1130,18,75,2,1,795,1817,615,2,1
68.5,1120,18,69,4,1,819,1826,600,2,1
69,1106,21,68,4,1,805,1835,592,2,3
69.5,1135,11,68,3,1,801,1799,622,2,3
70,1121,19,72,3,0,800,1807,617,3,2
70.5,1145,22,77,1,1,829,1835,581,4,1
71,1113,14,75,4,0,808,1830,583,4,1
71.5,1088,27,78,3,0,808,1846,577,4,1
72,1116,16,78,4,1,817,1841,582,4,1
72.5,1134,19,83,3,0,808,1845,575,4,1
73,1103,17,81,4,0,830,1847,577,4,1
73.5,1103,13,78,2,0,784,1815,615,4,1
74,1107,13,80,3,0,807,1827,601,4,2
74.5,1119,18,81,2,0,787,1814,615,4,2
75,1131,19,83,5,0,769,1800,619,5,1
75.6,1148,18,81,3,0,764,1796,622,5,1
76.1,1101,25,76,5,0,781,1827,593,5,0
76.6,1120,19,76,4,1,780,1824,594,3,2
77.1,1137,16,73,2,1,790,1818,600,4,0
77.6,1114,22,71,3,1,789,1817,598,4,1
78.1,1131,19,72,4,1,787,1809,606,4,1
78.6,1138,16,73,1,1,759,1768,645,4,1
79.1,1142,16,69,0,1,807,1819,606,4,1
79.6,1143,7,66,6,1,813,1827,592,4,1
80.1,1128,14,69,1,0,810,1837,583,4,1
80.6,1158,17,68,1,0,793,1811,602,3,2
81.1,1133,16,68,3,0,826,1839,577,2,3
81.6,1116,23,70,2,0,808,1831,584,2,3
82.1,1122,20,69,3,1,791,1797,616,2,3
82.6,1109,18,76,5,1,776,1788,626,2,2
83.1,1100,18,76,2,1,798,1800,613,1,3
83.6,1110,12,69,1,0,814,1805,607,2,1
84.1,1085,19,63,1,0,827,1815,600,2,1
84.6,1100,13,74,5,1,788,1788,617,2,1
85.1,1073,22,71,1,2,788,1791,617,2,2
85.6,1103,20,67,1,1,832,1831,577,2,1
86.1,1097,22,65,1,1,819,1807,598,1,2
86.6,1118,10,65,1,1,795,1786,625,1,2
87.1,1107,14,55,2,0,795,1795,623,1,3
87.6,1103,13,62,1,0,814,1801,613,1,2
88.1,1094,17,69,1,0,820,1829,591,1,2
88.6,1098,13,71,2,0,814,1813,605,1,2
89.1,1079,21,67,5,0,847,1827,587,1,2
89.6,1065,22,63,2,0,829,1820,590,0,4
90.1,1086,15,63,5,0,820,1807,609,0,4
90.6,1096,23,58,4,0,798,1803,613,0,4
91.1,1123,19,57,4,0,824,1811,596,1,3
91.6,1072,27,60,2,0,804,1799,604,1,2
92.1,1106,15,69,1,0,813,1802,606,2,1
92.6,1116,13,54,5,0,791,1789,614,3,0
93.1,1106,17,66,2,0,803,1787,609,3,0
93.6,1143,22,64,5,0,823,1807,594,2,1
94.1,1138,25,66,3,1,785,1774,613,2,1
94.6,1151,15,64,4,1,787,1798,596,2,1
95.1,1182,17,64,2,1,772,1778,608,2,2
95.6,1175,23,58,1,1,768,1773,610,2,2
96.1,1188,14,57,0,1,799,1787,596,2,2
96.6,1171,19,56,4,1,781,1789,594,2,1
97.1,1207,11,57,3,2,837,1827,562,2,0
97.6,1179,19,60,1,1,806,1791,595,2,0
98.1,1163,26,61,1,1,770,1768,627,2,0
98.6,1131,20,58,3,1,791,1773,610,2,0
99.1,1127,30,57,2,1,819,1807,579,2,0
99.6,1174,28,53,1,0,831,1801,591,2,0
100.1,1143,21,56,2,0,824,1799,584,2,0
100.6,1166,15,60,2,1,816,1770,614,2,0
101.1,1157,25,64,4,1,815,1784,598,2,0
101.6,1160,22,63,0,1,821,1789,591,2,0
102.1,1168,22,59,1,1,793,1769,609,2,0
102.6,1168,21,60,1,1,794,1777,601,2,0
103.1,1172,19,51,3,1,806,1775,610,2,0
103.6,1184,19,53,2,0,817,1783,603,2,0
104.1,1171,18,57,3,0,815,1783,597,2,0
104.6,1159,21,53,2,0,847,1809,565,2,0
105.1,1164,11,51,5,0,813,1768,606,2,0
105.6,1159,17,52,4,0,807,1764,609,2,0
106.1,1154,15,56,1,0,832,1785,582,2,0
106.6,1133,24,54,0,0,790,1768,599,2,0
107.1,1123,24,50,1,0,778,1760,609,2,0
107.6,1120,20,55,0,0,783,1748,620,2,0
108.1,1177,10,50,1,0,782,1729,640,2,0
108.6,1137,23,51,0,0,794,1748,607,2,0
109.1,1137,10,56,1,0,793,1739,614,2,0
109.6,1135,24,51,4,0,783,1743,615,2,0
110.1,1135,20,51,2,0,801,1755,599,2,1
110.6,1145,15,55,1,0,784,1726,630,3,0
111.1,1176,21,55,1,0,778,1737,617,3,0
111.6,1156,17,52,2,0,812,1759,586,3,0
112.1,1151,27,48,4,0,794,1748,597,3,0
112.6,1132,30,48,3,0,781,1742,600,3,0
113.1,1164,15,49,5,0,827,1774,569,3,0
113.6,1190,16,48,2,0,865,1813,537,3,0
114.1,1165,22,45,5,0,809,1777,566,3,0
114.6,1160,18,48,3,0,802,1751,592,3,0
115.1,1141,19,54,1,0,811,1758,582,3,0
115.6,1145,23,53,3,0,836,1761,583,3,0
116.1,1156,14,57,2,0,810,1731,615,3,0
116.6,1174,11,47,3,0,791,1731,615,2,2
117.1,1168,16,53,2,0,814,1756,591,2,2
117.6,1168,20,48,5,0,804,1756,593,2,2
118.1,1168,16,50,6,0,818,1770,580,1,3
118.6,1158,17,55,3,0,810,1755,603,2,2
119.1,1144,23,65,1,0,795,1751,604,2,2
119.6,1156,23,66,3,0,792,1734,616,3,1
120.1,1176,17,68,1,0,811,1756,593,3,1
120.6,1148,16,63,0,0,846,1793,556,2,2
121.1,1154,20,63,5,0,828,1780,560,1,3
121.6,1159,17,62,3,0,814,1766,574,1,3
122.1,1168,22,61,1,0,801,1773,575,1,2
122.6,1152,23,63,1,0,798,1766,573,1,2
123.1,1159,19,64,1,0,799,1759,576,1,2
123.6,1138,19,62,2,0,820,1752,583,1,2
124.1,1170,17,53,3,0,777,1737,597,2,3
124.6,1186,16,53,3,0,832,1770,564,2,2
125.1,1199,18,51,3,0,837,1771,563,2,3
125.6,1181,21,52,3,0,790,1744,584,2,2
126.1,1195,13,50,1,0,801,1736,594,3,1
126.6,1175,19,53,2,0,774,1726,600,2,2
127.1,1152,17,61,0,0,808,1756,574,2,2
127.6,1170,20,56,4,0,783,1729,593,2,2
128.1,1162,22,58,1,0,785,1737,581,2,2
128.6,1134,18,49,0,0,798,1737,591,2,1
129.1,1152,9,61,1,0,813,1742,584,2,1
129.6,1147,20,58,3,1,815,1747,580,1,2
130.1,1138,19,64,0,1,824,1756,572,1,2
130.6,1132,27,71,1,0,767,1720,612,1,2
131.1,1116,22,69,2,0,772,1721,608,1,2
131.6,1131,27,64,7,0,798,1758,573,1,2
132.1,1142,14,74,2,0,833,1779,551,1,2
132.6,1119,22,68,8,0,810,1765,553,2,1
133.1,1104,18,65,5,0,777,1741,579,3,1
133.6,1084,15,70,4,0,798,1742,583,3,1
134.1,1110,25,65,3,0,809,1757,569,3,1
134.6,1132,13,65,5,0,815,1741,585,3,1
135.1,1132,12,68,2,0,776,1729,592,3,1
135.6,1143,25,64,3,1,794,1737,582,4,0
136.1,1108,16,64,1,1,787,1736,579,3,1
136.6,1137,15,66,1,1,794,1743,575,3,2
137.1,1125,24,62,6,1,758,1722,600,4,1
137.6,1140,18,64,4,0,801,1749,571,4,0
138.1,1131,17,69,1,0,774,1730,591,4,1
138.6,1132,17,62,2,0,818,1766,553,4,0
139.1,1140,18,63,3,0,813,1767,550,4,0
139.6,1133,16,63,3,0,807,1749,567,4,0
140.1,1122,12,60,1,0,802,1742,577,4,0
140.6,1106,23,64,2,0,774,1724,598,5,0
141.1,1153,17,63,0,0,799,1731,585,3,1
141.6,1123,18,54,3,0,780,1712,598,4,1
142.1,1141,12,62,2,0,796,1723,589,3,1
142.6,1126,20,58,2,0,791,1720,596,4,2
143.1,1160,15,60,1,0,806,1727,589,2,3
143.6,1167,21,68,1,0,808,1740,566,2,2
144.1,1188,21,73,2,0,846,1759,554,2,2
144.6,1163,18,64,1,0,830,1746,567,2,2
145.1,1107,15,65,1,0,807,1711,602,1,3
145.6,1129,18,62,5,0,804,1707,596,1,2
146.1,1137,17,56,7,0,801,1720,584,1,3
146.6,1137,11,60,4,0,841,1754,555,1,3
147.1,1135,23,62,1,0,836,1742,576,1,3
147.6,1154,25,66,2,0,835,1746,573,1,2
148.1,1167,30,63,0,1,809,1716,602,1,3
148.6,1176,21,58,1,1,807,1705,612,0,3
149.1,1140,18,60,1,1,778,1680,632,0,3
149.6,1160,20,58,5,1,783,1688,616,0,3
150.1,1147,14,61,3,1,825,1727,581,0,4
150.6,1150,15,61,1,1,839,1729,577,0,4
151.1,1150,18,54,6,1,818,1717,582,0,4
151.6,1145,20,52,2,1,805,1703,603,0,3
152.1,1157,32,53,0,1,793,1711,593,1,3
152.6,1149,18,49,1,0,809,1700,599,3,1
153.1,1172,18,49,1,1,819,1702,592,3,1
153.6,1154,22,45,3,1,800,1692,596,3,0
154.1,1159,25,48,1,1,839,1732,562,2,1
154.6,1186,17,51,2,2,853,1726,566,2,1
155.1,1159,25,56,3,1,839,1707,593,2,1
155.6,1169,17,52,2,2,840,1696,612,2,1
156.1,1150,19,57,1,2,873,1732,575,2,1
156.6,1155,18,55,2,1,824,1713,596,2,1
157.1,1149,26,59,0,2,856,1738,570,2,1
157.6,1161,14,52,6,1,883,1759,554,2,1
158.1,1148,23,55,3,0,826,1715,597,1,2
158.6,1160,21,53,1,0,848,1716,595,1,1
159.1,1165,19,58,2,0,866,1709,598,1,0
159.6,1180,17,53,3,0,854,1709,588,1,0
160.1,1156,21,57,2,0,864,1720,572,1,0
160.6,1141,23,54,3,0,844,1705,588,1,0
161.1,1154,20,54,3,0,828,1702,586,1,0
161.6,1142,25,61,1,0,834,1709,585,0,1
162.1,1132,29,58,0,0,865,1744,553,0,1
162.6,1157,23,54,3,0,871,1745,544,1,0
163.1,1123,19,52,3,0,846,1721,577,1,0
163.6,1124,18,49,2,0,837,1719,577,1,0
164.1,1114,23,56,1,0,843,1735,563,0,1
164.6,1127,17,59,2,0,840,1723,581,0,0
165.1,1117,20,59,2,0,815,1710,593,0,0
165.6,1107,18,49,7,0,806,1712,595,0,0
166.1,1122,19,56,1,0,818,1704,600,0,0
166.6,1110,19,48,0,0,816,1694,615,0,0
167.1,1129,18,53,2,0,805,1690,616,0,0
167.6,1177,16,49,3,0,808,1699,612,0,0
168.1,1171,16,50,2,0,832,1729,585,0,0
168.6,1131,20,47,3,0,838,1733,584,0,0
169.1,1147,12,46,4,0,846,1728,584,0,0
169.6,1139,21,48,3,0,820,1713,591,0,0
170.1,1143,17,52,2,0,816,1701,606,0,0
170.6,1153,22,53,2,0,817,1725,583,0,0
171.1,1137,31,43,4,0,814,1728,584,0,0
171.6,1119,25,50,1,0,847,1749,571,0,0
172.1,1137,22,46,1,1,819,1730,586,0,0
172.6,1153,23,45,1,1,842,1756,564,0,0
173.1,1191,13,43,2,0,863,1758,562,0,0
173.6,1125,25,43,2,0,810,1717,604,0,0
174.1,1135,20,45,1,0,823,1717,604,0,0
174.6,1176,20,53,3,0,850,1750,572,0,0
175.1,1156,24,52,0,0,832,1725,597,0,0
175.6,1158,19,51,0,0,826,1731,586,0,0
176.1,1185,20,53,3,0,839,1743,579,0,0
176.6,1169,20,50,3,0,826,1737,583,0,0
177.1,1197,15,51,2,0,800,1701,621,0,0
177.6,1177,19,55,5,0,815,1737,573,0,0
178.1,1137,20,56,3,0,801,1732,570,0,0
178.6,1145,30,59,1,0,813,1736,569,0,0
179.1,1155,16,57,1,0,847,1748,565,0,0
179.6,1144,23,57,1,0,841,1721,588,0,0
180.1,1123,30,56,4,0,832,1717,583,0,0
180.6,1110,18,54,4,0,824,1705,593,0,0
181.1,1133,16,63,0,0,848,1719,577,0,0
181.6,1159,22,56,7,0,838,1715,570,0,0
182.1,1164,24,58,6,0,807,1689,591,0,0
182.6,1156,16,57,1,0,836,1703,581,0,0
183.1,1149,21,62,4,0,843,1719,554,0,0
183.6,1123,20,64,0,0,799,1685,587,0,0
184.1,1117,15,60,2,0,833,1702,572,0,0
184.6,1139,21,64,1,0,819,1688,584,0,0
185.1,1110,21,59,1,0,821,1686,592,0,0
185.6,1135,25,51,3,0,810,1705,579,0,0
186.1,1124,18,54,3,0,837,1719,568,0,0
186.6,1132,22,52,3,0,813,1702,579,0,0
187.1,1145,11,57,7,0,820,1710,569,0,0
187.6,1146,23,63,2,0,810,1699,573,0,0
188.1,1132,20,57,1,0,844,1729,541,0,0
188.6,1155,14,61,0,0,876,1737,536,0,0
189.1,1141,18,62,1,0,866,1714,559,0,0
189.6,1133,27,58,1,0,850,1718,556,0,0
190.1,1143,22,53,2,0,823,1683,593,0,0
190.6,1136,24,53,8,0,802,1660,612,0,0
191.1,1164,16,59,1,0,828,1664,608,1,2
191.6,1146,20,56,0,0,838,1676,593,2,1
192.1,1151,21,53,1,0,840,1688,583,1,1
192.6,1131,24,49,0,0,815,1687,578,0,2
193.1,1134,24,47,1,0,839,1707,559,1,2
193.6,1139,23,46,2,0,858,1706,557,0,2
194.1,1136,21,45,1,0,850,1706,561,0,1
194.6,1121,17,53,1,0,833,1677,589,1,1
195.1,1138,23,46,2,0,822,1659,600,1,1
195.6,1117,18,50,1,0,826,1667,597,1,0
196.1,1104,13,45,6,0,857,1690,573,1,1
196.6,1107,26,53,2,0,882,1716,553,1,0
197.1,1131,17,60,1,0,861,1699,568,1,0
197.6,1096,23,51,3,0,831,1681,584,1,0
198.1,1126,19,55,0,0,839,1688,573,1,0
198.6,1126,17,50,3,0,820,1662,597,1,0
199.1,1124,19,47,4,0,815,1657,601,1,0
199.6,1129,14,48,2,0,845,1697,563,1,0
200.1,1139,18,49,4,0,843,1691,568,0,1
200.6,1142,15,55,0,0,821,1658,610,0,1
201.1,1145,10,50,3,1,866,1697,566,0,0
201.6,1154,11,53,1,0,862,1700,562,0,1
202.1,1150,14,42,5,1,836,1692,574,0,1
202.6,1133,14,47,2,1,798,1650,612,1,0
203.1,1114,22,48,1,1,815,1666,586,1,0
203.6,1113,19,47,0,0,811,1662,599,0,1
204.1,1108,21,45,5,0,858,1718,539,1,0
204.6,1079,22,50,2,0,826,1697,566,1,0
205.1,1121,11,47,1,0,840,1692,568,1,0
205.6,1097,17,49,1,0,806,1657,597,1,0
206.1,1095,14,56,2,0,821,1673,586,1,0
206.6,1094,15,57,1,0,853,1692,568,1,0
207.1,1122,24,58,2,0,830,1695,562,1,0
207.6,1139,22,58,4,0,816,1676,570,0,0
208.1,1125,24,63,1,0,784,1661,586,0,0
208.6,1119,18,52,7,0,776,1643,604,0,0
209.1,1113,19,51,2,0,799,1671,583,1,0
209.6,1123,19,56,2,0,802,1665,584,1,0
210.1,1124,14,59,0,0,801,1668,581,1,0
210.6,1131,23,58,4,0,819,1685,562,1,0
211.1,1126,24,56,2,0,841,1712,539,1,0
211.6,1116,22,57,1,1,836,1714,536,0,1
212.1,1099,27,61,2,0,842,1718,537,0,1
212.6,1122,19,58,0,0,836,1709,540,0,1
213.1,1129,19,56,5,0,809,1690,573,0,1
213.6,1095,15,56,4,0,812,1682,577,0,1
214.1,1096,21,47,4,0,801,1677,575,0,1
214.6,1091,18,50,0,0,771,1651,610,0,1
215.1,1107,18,48,0,0,791,1671,590,1,0
215.6,1096,16,47,0,0,821,1704,560,1,0
216.1,1072,16,44,2,0,818,1696,575,1,0
216.6,1100,17,45,1,0,831,1709,550,1,0
217.1,1074,23,44,0,0,817,1710,548,1,0
217.6,1083,27,47,5,0,787,1678,577,1,0
218.1,1082,10,49,5,0,807,1699,551,1,0
218.6,1066,22,51,3,0,822,1723,539,1,0
219.1,1079,18,53,2,0,805,1707,549,1,0
219.6,1066,23,54,4,0,803,1700,562,1,0
220.1,1084,17,53,2,0,791,1690,572,1,0
220.6,1109,16,57,1,0,814,1707,558,1,0
221.1,1101,19,57,2,0,806,1712,548,1,0
221.6,1097,17,55,2,0,811,1696,569,1,0
222.1,1102,18,59,1,0,836,1724,532,1,0
222.6,1107,18,65,0,0,833,1729,527,1,0
223.1,1121,20,59,4,0,815,1715,538,1,0
223.6,1113,16,64,0,0,823,1733,527,1,0
224.1,1107,28,58,3,0,801,1730,537,1,0
224.6,1106,16,62,3,0,802,1723,547,1,0
225.1,1128,15,64,2,0,814,1727,540,1,0
225.6,1107,21,65,2,0,792,1706,563,1,0
226.1,1103,21,56,2,0,808,1713,557,1,0
226.6,1139,18,59,3,0,770,1680,584,1,0
227.1,1125,13,61,2,0,805,1694,576,1,0
227.6,1138,22,64,1,0,806,1694,562,1,0
228.1,1147,12,62,2,1,788,1678,578,0,1
228.6,1100,23,59,3,1,785,1676,585,0,1
229.1,1105,14,48,2,1,790,1676,584,1,0
229.6,1125,19,57,1,1,821,1692,564,0,1
230.1,1112,26,51,1,1,795,1688,559,0,0
230.6,1117,18,50,3,1,813,1700,546,0,0
231.1,1156,13,52,0,0,835,1708,536,0,0
231.6,1133,23,51,3,0,812,1680,569,0,0
232.1,1159,25,58,3,0,799,1672,579,0,0
