time,PGL3,PGL3-mRNA,MEG3,MEG3-mRNA,MEG3p,mRNA,MEX5,MEX5-mRNA,Pgran,pre-Pgran
50,1710,25,66,5,6,922,1938,522,4,2
50.5,1700,36,67,6,7,889,1923,529,4,3
51,1706,40,70,2,8,912,1943,508,5,2
51.5,1748,37,68,3,9,925,1962,492,5,2
52,1768,29,66,3,7,930,1978,469,6,2
52.5,1731,47,61,3,11,945,2005,445,5,3
53,1765,31,67,0,9,951,1996,465,5,3
53.5,1769,34,68,4,7,930,1992,467,5,2
54,1764,39,72,2,6,924,1965,495,3,3
54.5,1812,28,75,1,4,915,1930,530,5,1
55,1803,36,69,5,5,909,1945,505,5,1
55.5,1831,43,78,1,4,910,1949,502,6,0
56,1823,33,69,3,3,919,1941,513,6,0
56.5,1818,29,79,2,3,929,1938,518,6,0
57,1813,28,81,3,5,948,1960,489,5,1
57.5,1867,24,76,3,3,939,1962,492,6,0
58,1839,34,69,2,5,927,1964,493,6,1
58.5,1834,36,75,4,6,946,1986,462,5,2
59,1852,41,80,3,5,933,1972,474,7,0
59.5,1875,41,76,4,10,944,1983,463,6,1
60,1863,33,75,5,11,965,1994,456,5,2
60.5,1907,26,84,5,8,936,1942,512,7,0
61,1857,36,72,3,11,947,1969,482,5,2
61.5,1856,32,77,1,12,925,1947,511,4,3
62,1888,36,75,4,12,919,1952,501,5,1
62.5,1900,39,76,5,12,902,1958,496,5,1
63,1919,25,80,3,9,927,1955,495,5,2
63.5,1896,38,79,3,8,945,1967,478,6,1
64,1876,44,78,4,8,921,1938,513,6,1
64.5,1936,30,75,6,5,944,1961,486,6,1
65,1937,41,74,5,6,952,1974,473,6,2
65.5,1943,40,83,3,7,933,1958,489,6,3
66,1966,25,89,2,8,921,1943,504,4,4
66.5,1916,46,91,2,6,915,1979,473,5,3
67,1942,43,86,5,5,894,1953,497,6,1
67.5,1931,37,81,4,5,909,1933,517,5,2
68,1894,49,79,3,5,910,1937,510,5,2
68.5,1930,31,80,3,6,940,1967,483,4,1
69,1916,32,76,7,5,950,1972,469,4,1
69.5,1869,50,73,2,5,966,1992,454,4,1
70,1927,42,75,3,7,927,1957,488,2,3
70.5,1956,40,80,1,6,925,1951,491,2,2
71,1971,36,74,3,5,945,1965,470,3,1
71.5,1989,37,78,3,7,925,1960,476,3,1
72,1964,31,77,4,5,922,1954,479,3,1
72.5,1986,44,81,3,5,937,1962,472,3,1
73,1993,34,78,1,6,928,1943,493,3,1
73.5,1987,51,70,5,6,914,1955,481,2,2
74,1997,41,71,2,8,922,1949,487,2,2
74.5,2004,28,70,5,7,916,1937,496,2,1
75,1977,38,73,2,6,924,1928,506,1,2
75.6,1973,35,78,1,4,932,1941,492,2,1
76.1,2017,33,72,2,4,933,1926,505,2,0
76.6,1972,39,75,2,6,921,1951,473,2,0
77.1,1979,31,70,4,5,917,1923,507,2,0
77.6,2017,55,77,2,6,908,1928,493,2,0
78.1,2022,35,66,1,4,963,1952,472,2,0
78.6,2057,47,64,2,4,917,1927,497,2,0
79.1,2069,43,65,4,5,941,1945,480,2,0
79.6,2111,32,66,4,5,928,1920,501,2,0
80.1,2092,49,65,3,4,931,1930,496,2,0
80.6,2145,36,76,1,5,965,1942,484,2,1
81.1,2115,46,71,1,3,925,1916,509,3,0
