233 22779 638 26448 288 9 304 6779
234 22977 597 26319 295 10 307 6832
235 22923 609 26425 288 7 312 6826
236 22904 632 26366 284 9 305 6794
237 22960 591 26402 277 5 322 6870
238 22963 559 26442 265 6 327 6913
239 22849 628 26495 287 6 319 6809
240 22932 610 26325 293 8 318 6816
241 22982 639 26310 298 7 313 6804
242 22729 629 26580 307 8 300 6828
243 22936 599 26402 288 14 320 6842
244 22929 630 26436 299 6 316 6804
245 22997 586 26529 302 6 319 6863
246 23053 625 26351 279 10 348 6848
247 23039 619 26349 264 7 359 6841
248 23000 575 26446 285 5 336 6893
249 22974 634 26387 288 6 324 6821
250 23030 600 26368 268 7 344 6847
251 23026 580 26366 282 4 336 6862
252 22991 579 26415 279 6 325 6868
253 22947 603 26485 271 13 341 6844
254 22951 578 26478 277 6 344 6894
255 22953 598 26438 274 11 332 6847
256 23007 593 26397 286 10 319 6859
257 22910 627 26451 288 7 322 6825
258 22910 631 26359 298 9 315 6788
259 22826 591 26544 285 8 312 6821
260 22994 634 26240 285 9 320 6790
261 23012 605 26193 274 9 345 6832
262 22880 595 26432 268 4 347 6836
263 22930 604 26415 275 4 349 6825
264 22776 646 26446 279 6 331 6751
265 22998 607 26390 313 1 321 6828
266 22781 634 26499 282 8 328 6814
267 22776 596 26577 296 9 314 6848
268 22846 646 26558 259 17 340 6777
269 22883 600 26564 282 14 318 6814
270 23037 618 26405 298 5 309 6855
271 23065 666 26345 275 10 326 6800
272 22982 600 26456 287 4 327 6841
273 22991 582 26498 276 5 335 6859
274 23032 616 26356 277 7 327 6833
275 22899 590 26525 292 9 324 6855
276 22910 586 26484 303 11 309 6851
277 23008 613 26486 290 10 324 6844
278 23018 621 26411 285 4 325 6841
279 22932 634 26520 293 9 311 6821
280 23056 628 26424 284 9 321 6830
281 22975 591 26578 285 12 314 6841
282 22880 588 26720 308 11 302 6847
283 22887 599 26651 288 9 310 6817
284 22922 598 26711 294 9 310 6808
285 22879 587 26670 301 9 308 6828
286 22815 634 26568 290 5 316 6817
287 22752 604 26587 279 4 319 6829
288 22683 637 26573 294 10 297 6759
289 22875 599 26485 280 11 305 6824
290 22897 646 26328 286 9 303 6753
291 22954 613 26425 294 5 297 6797
292 22969 597 26334 279 11 302 6833
293 22871 578 26475 278 6 314 6865
294 22666 583 26481 260 7 324 6863
295 22593 636 26556 261 8 317 6802
296 22658 610 26502 272 8 312 6847
297 22805 579 26420 261 9 319 6852
298 22767 561 26495 260 5 308 6875
299 22815 603 26303 277 5 304 6840
300 22834 596 26355 263 9 307 6847
301 22828 628 26271 273 12 305 6833
302 22948 625 26283 290 6 288 6859
303 22907 584 26272 285 9 295 6906
304 22853 600 26359 269 14 303 6860
305 22926 626 26175 267 9 310 6851
306 22872 595 26251 265 8 306 6879
307 22694 607 26421 278 9 301 6880
308 22634 615 26381 279 10 294 6852
309 22724 616 26236 263 13 310 6808
310 22815 577 26227 269 9 308 6855
311 22614 594 26388 274 7 306 6857
312 22680 612 26271 263 2 323 6853
313 22635 567 26305 269 7 308 6882
314 22743 589 26257 264 5 311 6882
315 22783 599 26245 269 9 305 6860
316 22859 581 26287 266 9 300 6864
317 22854 625 26241 268 6 305 6858
318 22801 614 26203 272 5 303 6830
319 22981 590 26015 268 5 321 6869
320 22953 650 26020 279 7 312 6819
321 22805 582 26192 266 5 305 6899
322 22757 584 26241 270 5 309 6898
323 22689 626 26272 305 7 281 6867
324 22536 584 26466 297 8 278 6890
325 22644 611 26302 285 6 280 6846
326 22648 595 26343 272 16 289 6846
327 22656 620 26267 281 6 291 6856
328 22732 620 26336 272 7 298 6849
329 22794 563 26308 276 7 301 6918
330 22895 580 26197 270 8 313 6930
331 22892 566 26273 290 9 309 6938
332 22748 633 26456 269 7 322 6895
333 22989 603 26403 268 7 325 6893
334 22815 621 26395 275 5 338 6889
335 22875 598 26282 281 8 316 6899
336 22858 621 26301 288 7 311 6863
337 22854 652 26288 276 6 326 6820
338 22696 636 26501 283 5 315 6857
339 22814 624 26467 280 14 311 6872
340 22972 589 26396 290 8 311 6908
341 22776 582 26507 295 11 312 6922
342 22732 605 26631 269 10 321 6901
343 22801 629 26612 269 8 337 6862
344 22971 602 26470 266 5 339 6888
345 22890 644 26502 271 8 342 6835
346 22791 604 26566 262 8 352 6893
347 22658 629 26629 256 9 350 6848
348 22641 613 26672 265 13 356 6856
349 22611 626 26681 277 7 347 6884
350 22778 608 26693 287 4 331 6882
351 23053 582 26489 297 6 324 6918
352 22881 647 26572 296 10 320 6844
353 22833 601 26699 301 7 314 6871
354 22800 621 26569 295 9 321 6868
355 22779 585 26610 299 7 310 6894
356 22670 610 26596 274 8 327 6890
357 22812 611 26452 269 14 318 6868
358 22816 629 26457 277 7 324 6848
359 22851 599 26468 275 6 333 6868
360 22781 573 26518 278 10 322 6901
361 22844 610 26512 290 10 312 6880
362 22838 562 26598 292 10 304 6904
363 22869 624 26539 284 6 311 6835
364 22809 602 26665 268 6 335 6865
365 22870 604 26604 285 13 304 6865
366 22913 631 26492 290 4 317 6846
367 22992 596 26504 289 3 319 6865
368 22872 596 26581 274 12 321 6874
369 22823 611 26581 316 6 298 6843
370 23103 648 26369 308 6 321 6823
371 23095 648 26297 294 6 329 6822
372 23064 579 26434 277 8 350 6868
373 22850 613 26535 283 10 338 6852
374 22713 612 26595 301 7 328 6826
375 22873 571 26564 282 9 323 6859
376 23028 588 26359 275 5 344 6854
377 22988 627 26401 266 5 357 6829
378 23152 627 26244 247 8 366 6794
379 22986 602 26350 251 5 363 6848
380 23057 614 26227 270 9 342 6828
381 22986 579 26384 294 6 323 6873
382 22875 598 26459 291 9 324 6843
383 22892 599 26521 287 10 327 6834
384 23099 603 26382 277 9 348 6825
385 23108 630 26380 271 6 362 6805
386 23090 634 26255 281 8 356 6837
387 22925 608 26333 268 11 358 6859
388 22786 632 26493 290 9 341 6809
389 22868 581 26423 290 7 333 6886
390 22978 645 26279 282 7 344 6823
391 22945 648 26212 274 6 343 6809
392 23071 596 26180 280 7 328 6853
393 22880 635 26287 271 4 344 6803
394 22972 589 26315 307 6 312 6890
395 22976 608 26273 296 4 336 6884
396 22954 580 26311 292 8 335 6915
397 22943 602 26414 292 8 328 6886
398 22740 624 26471 266 10 337 6864
399 22742 602 26672 267 14 337 6928
400 22734 625 26609 286 7 335 6888
401 22749 624 26514 291 8 313 6879
402 22884 613 26438 279 5 329 6898
403 22813 617 26424 300 13 315 6891
404 22877 609 26361 294 8 318 6904
405 22835 615 26370 294 3 334 6911
406 22963 593 26254 282 11 347 6931
407 22824 663 26430 279 16 342 6831
408 22870 629 26376 288 13 346 6897
409 22888 615 26337 302 7 326 6877
410 22936 660 26256 304 7 322 6832
411 22931 623 26265 309 8 311 6856
412 22907 570 26331 292 10 311 6904
413 22963 625 26306 269 10 340 6857
414 22840 595 26388 278 8 333 6897
415 22771 656 26437 282 12 323 6836
416 22798 602 26513 282 8 320 6919
417 22603 615 26697 285 7 323 6890
418 22744 616 26619 268 6 338 6851
419 22602 612 26751 262 8 340 6883
420 22594 655 26701 260 10 338 6828
421 22676 593 26663 260 11 338 6899
422 22752 613 26542 263 9 338 6877
423 22778 568 26616 285 10 315 6922
424 22864 631 26496 262 8 330 6880
425 22851 606 26529 279 7 325 6920
426 22938 637 26448 284 10 318 6885
427 22745 606 26539 296 7 308 6914
428 22637 623 26634 300 7 307 6902
429 22705 642 26523 305 6 313 6886
430 22860 581 26475 313 10 300 6956
431 22884 589 26534 313 7 301 6953
432 22882 620 26463 284 7 328 6906
433 22870 655 26372 286 10 317 6865
434 22688 583 26656 277 10 315 6909
435 22673 650 26568 273 10 329 6865
436 22864 574 26463 282 15 317 6939
437 22986 593 26441 292 3 310 6935
438 23000 655 26351 287 3 323 6844
439 22949 597 26471 269 5 334 6914
440 22891 667 26512 265 8 335 6870
441 22937 603 26521 267 7 326 6955
442 22938 581 26633 274 8 317 6983
443 22736 616 26705 267 3 330 6955
444 22713 598 26660 279 7 325 6933
445 22693 608 26671 273 11 329 6950
446 22956 608 26361 271 8 320 6936
447 22940 602 26371 287 9 302 6932
448 22853 667 26344 298 11 301 6891
449 22820 585 26526 297 11 306 6980
450 22873 631 26354 297 4 318 6919
451 22786 622 26477 296 8 304 6930
452 22849 621 26320 301 6 315 6914
453 22756 607 26469 278 10 320 6945
454 22726 593 26559 275 8 326 6957
455 22807 637 26429 267 6 335 6917
456 22690 591 26627 260 5 336 6959
457 22871 598 26411 263 7 332 6967
458 22707 566 26574 287 8 319 6979
459 22498 629 26711 285 10 318 6880
460 22573 603 26653 267 9 323 6925
461 22558 606 26656 283 6 319 6937
462 22504 639 26708 275 6 322 6882
463 22704 655 26438 269 6 330 6880
464 22906 598 26436 258 5 343 6936
465 22821 580 26469 270 9 335 6916
466 22879 621 26434 269 7 340 6874
467 22719 606 26537 273 4 340 6878
468 22912 602 26443 287 7 338 6895
469 22931 626 26378 290 8 342 6872
470 22899 600 26424 281 11 345 6906
471 23000 610 26323 289 10 333 6897
472 23035 597 26245 296 5 333 6920
473 22942 586 26371 289 2 351 6939
474 22882 584 26491 298 7 345 6930
475 22648 601 26646 294 3 348 6898
476 22714 612 26560 292 9 353 6881
477 22826 628 26425 305 7 344 6895
478 22866 602 26371 301 10 347 6915
479 23135 559 26219 290 11 354 6954
480 22838 615 26501 312 8 348 6904
481 22957 600 26523 294 8 350 6925
482 22932 611 26510 296 12 343 6882
483 22884 648 26554 307 7 334 6849
484 23035 600 26487 309 7 323 6881
485 23023 648 26351 320 8 312 6833
486 22989 612 26443 310 11 325 6867
487 22996 612 26444 290 15 336 6880
488 23093 602 26434 276 10 354 6901
489 23036 632 26560 284 5 348 6867
490 22998 644 26545 277 12 349 6871
491 22976 600 26493 294 4 334 6918
492 22981 635 26409 302 8 330 6881
493 22904 617 26581 306 7 321 6908
494 22871 608 26537 306 10 313 6912
495 22787 596 26597 289 6 334 6911
496 22977 586 26475 271 6 345 6926
497 22986 601 26483 261 10 356 6860
498 23122 622 26427 258 8 368 6863
499 23025 619 26425 288 5 343 6881
500 23033 624 26392 288 6 347 6862
501 22896 576 26575 281 7 352 6892
502 22715 619 26721 276 11 344 6847
503 22710 616 26796 307 5 334 6870
504 22727 576 26873 313 9 316 6859
505 22867 610 26725 299 11 322 6852
506 22889 621 26637 324 8 299 6843
507 22799 603 26731 316 19 304 6852
508 22788 636 26662 303 17 322 6809
509 22939 587 26608 301 5 323 6870
510 23100 616 26375 317 6 319 6853
511 22950 608 26508 329 8 306 6857
512 23084 541 26526 304 9 333 6920
513 22982 595 26440 305 8 332 6926
514 22920 608 26412 296 14 345 6873
515 22849 617 26583 298 11 339 6875
516 22953 621 26487 308 8 334 6872
517 23074 605 26443 311 10 341 6890
518 22994 566 26512 328 8 325 6910
519 22968 650 26370 321 14 317 6772
520 23011 611 26382 322 13 323 6828
521 23059 566 26309 321 6 329 6855
522 22967 579 26470 323 7 323 6867
523 22838 596 26516 320 12 327 6833
524 22736 616 26587 297 12 356 6840
525 22871 574 26520 309 15 335 6866
526 22647 577 26685 325 12 320 6872
527 22819 612 26466 315 13 334 6811
528 22854 606 26408 314 9 336 6806
529 22926 610 26417 309 10 337 6825
530 22948 639 26243 299 2 347 6825
531 22742 661 26434 284 12 345 6806
532 22830 612 26399 291 3 343 6869
533 22923 565 26328 281 5 357 6875
534 22916 636 26287 275 7 345 6809
535 23052 614 26258 278 9 352 6820
536 23067 565 26288 281 11 336 6905
537 23015 586 26300 283 4 345 6901
538 23023 606 26328 285 6 346 6871
539 22918 616 26410 286 5 347 6811
540 22962 560 26441 294 4 333 6866
541 22896 660 26378 300 3 334 6763
542 23108 561 26341 292 10 338 6844
543 22827 595 26536 283 6 338 6834
544 22888 622 26478 295 5 333 6813
545 22845 611 26508 305 8 332 6834
546 22960 609 26409 274 15 340 6852
547 22767 626 26595 287 7 343 6814
548 22918 584 26479 280 5 348 6857
549 22662 636 26549 279 10 348 6850
550 22930 639 26461 290 14 331 6864
551 22878 628 26403 291 5 340 6867
552 22908 638 26357 258 9 355 6832
553 22880 597 26413 277 5 349 6874
554 22833 678 26302 289 12 329 6790
555 22906 655 26421 288 8 345 6846
556 22836 571 26491 299 8 338 6936
557 22741 659 26465 310 7 329 6851
558 22722 564 26567 312 5 330 6934
559 22763 616 26510 286 21 348 6856
560 22844 593 26439 298 5 350 6884
561 22832 606 26586 295 12 330 6859
562 22827 634 26411 301 7 337 6853
563 22961 643 26295 300 5 336 6859
564 22809 619 26515 277 3 352 6875
565 22907 569 26428 277 6 355 6908
566 22842 623 26477 286 11 355 6849
567 22944 617 26418 303 13 335 6870
568 23097 633 26363 312 9 325 6867
569 22923 612 26418 320 10 313 6885
570 22894 606 26344 304 16 324 6893
571 22787 584 26485 307 5 343 6919
572 22803 580 26456 309 7 338 6908
573 22618 640 26578 306 5 344 6870
574 22745 635 26425 274 8 383 6872
575 22735 580 26538 283 5 372 6900
576 22842 647 26474 286 4 365 6835
577 22800 645 26490 283 5 374 6844
578 22871 614 26427 277 6 371 6882
579 23044 612 26308 282 8 353 6901
580 23088 587 26217 282 7 347 6912
581 23021 636 26165 291 5 342 6850
582 23112 617 26189 296 4 334 6877
583 23065 619 26228 289 8 336 6846
584 23018 587 26325 300 7 321 6895
585 22879 608 26388 267 12 345 6880
586 22980 591 26342 278 7 346 6874
