,abs_phosphatase_grad,kcat/Km,phosphatase_conc,meg3_grad,meg3p_grad,meg3-rna_grad,fast_meg3_grad,total_meg3_grad
0,0.5923460650496656,1.1719547652338327e-05,1058.6660418610568,0.6028453136011276,-0.26116240506069976,0.643651529193698,0.012997721904655424,0.0956388676358072
1,0.8007448477303603,1.6901342901175817e-05,2632.908845390772,0.5851969607156329,-0.7787484832726641,0.5925429653364405,-0.01127973438044827,0.11340888311438335
2,0.23826985305436532,3.12677543076308e-05,2524.5961503634194,0.18027558818220102,-0.2029571591052699,0.36693770251268576,-0.006657420249653212,0.06855637746624488
3,0.4511592691142212,9.12993431129191e-05,395.25924896680453,0.3745139188938954,-0.3927079707622694,0.46748474309337884,-0.020993450761087384,0.06965670932937151
4,0.047325971342564555,5.1792522437862755e-05,991.8045086053844,0.1370952103936397,-0.14459354616246656,0.321684350132626,-0.01201648844743941,0.0502455984063942
5,0.5597045410585563,2.7921300209863854e-05,573.2475732724192,0.5576460379442274,-0.2946864169186958,0.6170037144036319,0.011167412104398977,0.09984655720274993
6,0.862579642530397,5.58371991921783e-05,145.46897526361735,0.7808513831224051,-0.3468515727829389,0.7606365703150373,-0.035531803242466964,0.05453699281086566
7,0.8749224859650128,6.8007028009911725e-06,1602.7543941378656,0.7757464439793259,-0.40790908328440834,0.7587284086732818,-0.018184886713640935,0.08495249246831826
8,0.537376243402399,1.5431144746660846e-05,1561.9410296944282,0.4894386235061762,-0.366351597120828,0.5829494671708491,0.004629092175528093,0.10541955737685271
9,0.15572049386819098,9.876162393654313e-06,1303.9461738899008,0.3748605618091472,-0.13880784465269058,0.4849332090711401,0.0029240175161240334,0.06029531392511156
10,0.011022870361574122,1.788599457066681e-06,1089.6047589558707,0.4833227108561716,-0.034452502707667865,0.5275310834813498,-0.0030651143622502097,0.011889862327909895
11,0.2092751259479544,1.3237886525638498e-06,321.3210025986082,0.6361323155216285,0.013561650806574788,0.6560283687943262,0.022761741223067622,0.027206989682253324
