0.105,0.723333,0.613333,0.59,0.193333,0.0133333,0.318333,0.0666667,0,0
1.29167,0.883333,1.345,1.11333,0.263333,0.233333,0.281667,0.235,0.0416667,0.0333333
0.0966667,0.271667,0.61,1.18,0.181667,0.0716667,0.175,0.035,0.035,0
