0 49999 0 0 642 0 0 7512 10212 0
1 49217 658 0 627 10 0 4908 8266 1943
2 49166 825 0 619 11 0 4632 8136 2070
3 49081 827 0 616 8 0 4610 8094 2113
4 49163 816 0 617 12 0 4613 8101 2096
5 49178 778 0 610 15 0 4630 8068 2134
6 49168 813 0 627 9 0 4596 8072 2135
7 49171 823 0 624 7 0 4683 8175 2031
8 49123 789 0 615 8 0 4663 8115 2090
9 49108 841 0 621 11 0 4581 8094 2107
10 49220 786 0 624 7 0 4608 8059 2143
11 49336 800 0 618 7 0 4659 8121 2080
12 49247 808 0 609 16 0 4618 8118 2078
13 49260 850 0 614 9 0 4656 8155 2034
14 49169 846 0 602 17 0 4698 8201 1987
15 49191 810 0 619 11 0 4661 8096 2084
16 49235 788 0 617 10 0 4663 8065 2106
17 49244 820 0 610 10 0 4694 8107 2064
18 49245 813 0 610 15 0 4701 8113 2054
19 49214 845 0 614 7 0 4702 8142 2032
20 49177 847 0 618 11 0 4645 8106 2068
21 49127 805 0 628 7 0 4692 8098 2077
22 49141 822 0 617 15 0 4629 8071 2111
23 49311 802 0 636 13 0 4704 8126 2043
24 49185 800 0 623 15 0 4613 8062 2116
25 49214 835 0 624 6 0 4686 8144 2035
26 49110 831 0 615 12 0 4674 8123 2056
27 49139 845 0 621 12 0 4654 8140 2045
28 49114 846 0 624 8 0 4615 8072 2107
29 49009 892 0 627 10 0 4674 8188 1998
30 49108 798 0 624 10 0 4625 8033 2152
31 49147 839 0 620 16 0 4683 8117 2055
32 49161 819 0 640 12 0 4752 8158 2007
33 49206 842 0 621 16 0 4658 8117 2055
34 49233 802 0 628 13 0 4724 8144 2028
35 49290 811 0 626 11 0 4654 8069 2101
36 49249 762 0 630 10 0 4662 8034 2134
37 49159 774 0 638 12 0 4683 8042 2128
38 49100 775 0 642 11 0 4681 8043 2115
39 49113 800 0 636 9 0 4638 8031 2123
40 49089 809 0 631 16 0 4682 8085 2064
41 49019 787 0 611 15 0 4684 8074 2077
42 49044 798 0 628 8 0 4618 8011 2132
43 49076 845 0 638 11 0 4621 8060 2080
44 49145 827 0 632 10 0 4684 8082 2051
45 49099 850 0 624 12 0 4676 8116 2020
46 49095 830 0 628 12 0 4574 7978 2158
47 49044 868 0 631 9 0 4631 8095 2037
48 48967 817 0 630 7 0 4685 8107 2030
49 49081 811 0 609 23 0 4611 8022 2124
50 49110 842 0 603 15 0 4587 8050 2096
51 49166 821 0 609 10 0 4635 8052 2097
52 49106 775 0 616 6 0 4729 8091 2050
53 48992 862 0 608 18 0 4579 8043 2099
54 49062 802 0 604 16 0 4639 8020 2118
55 49112 815 0 612 18 0 4654 8038 2093
56 49099 804 0 616 9 0 4634 8001 2132
57 49142 802 0 616 8 0 4637 8005 2118
58 49152 821 0 608 12 0 4639 8060 2068
59 49043 798 0 614 10 0 4735 8111 2012
60 48985 818 0 620 8 0 4677 8077 2056
61 49063 851 0 607 14 0 4604 8018 2113
62 49132 800 0 617 15 0 4632 7990 2137
63 49146 786 0 628 10 0 4756 8072 2058
64 49100 828 0 618 7 0 4703 8066 2060
65 48997 846 0 615 10 0 4696 8080 2044
66 49019 820 0 621 8 0 4682 8048 2075
67 49127 827 0 620 13 0 4675 8027 2098
68 49114 819 0 628 14 0 4719 8033 2077
69 49167 825 0 646 9 0 4710 8027 2086
70 49195 838 0 634 15 0 4714 8049 2063
71 49115 807 0 627 15 0 4750 8033 2069
72 49250 838 0 627 11 0 4683 7977 2121
73 49271 861 0 623 7 0 4707 8028 2063
74 49271 805 0 629 17 0 4670 7958 2139
75 49426 824 0 641 8 0 4772 8075 2020
76 49351 818 0 632 9 0 4735 8009 2081
77 49402 829 0 631 9 0 4735 8038 2049
78 49387 792 0 619 18 0 4666 7936 2145
79 49344 825 0 635 10 0 4703 8007 2078
80 49336 840 0 621 10 0 4678 7991 2092
81 49284 813 0 633 14 0 4645 7928 2140
82 49474 801 0 629 14 0 4670 7947 2114
83 49478 849 0 617 19 0 4744 8048 2027
84 49517 825 0 607 20 0 4667 7977 2098
85 49443 851 0 618 9 0 4622 7942 2136
86 49514 826 0 616 9 0 4678 7950 2126
87 49535 815 0 620 7 0 4718 7979 2093
88 49674 818 0 605 17 0 4726 7995 2073
89 49639 825 0 608 12 0 4735 8003 2056
90 49628 819 0 609 10 0 4728 7990 2069
91 49662 799 0 594 13 0 4757 8000 2058
92 49676 794 0 597 11 0 4741 7978 2091
93 49560 852 0 603 10 0 4713 7971 2091
94 49640 860 0 607 14 0 4743 8028 2045
