0 30001 0 0 358 0 0 4488 4077 0
1 29539 586 0 354 9 0 3084 3278 802
2 29452 557 0 363 7 0 2992 3177 906
3 29544 548 0 369 7 0 2958 3153 929
4 29455 566 0 360 11 0 2937 3143 949
5 29486 558 0 366 9 0 2946 3157 930
6 29480 539 0 354 10 0 2978 3162 920
7 29454 552 0 364 5 0 3015 3199 884
8 29517 571 0 369 8 0 2940 3153 931
9 29479 572 0 357 11 0 2958 3169 919
10 29470 524 0 360 9 0 2987 3151 936
11 29326 538 0 367 8 0 2996 3176 912
12 29423 522 0 366 9 0 3021 3165 928
13 29392 498 0 372 5 0 3026 3178 922
14 29462 523 0 374 7 0 3041 3220 881
15 29449 550 0 359 11 0 2942 3178 931
16 29430 547 0 368 5 0 2960 3197 921
17 29391 545 0 370 10 0 2948 3209 909
18 29424 518 0 367 8 0 2986 3217 905
19 29370 571 0 369 10 0 2920 3202 913
20 29420 556 0 364 7 0 2919 3168 947
21 29530 538 0 356 9 0 2944 3186 928
22 29504 533 0 358 10 0 2947 3174 933
23 29348 539 0 346 5 0 2999 3225 895
24 29446 569 0 350 12 0 2966 3202 909
25 29409 542 0 364 6 0 2964 3184 926
26 29510 549 0 363 10 0 2950 3192 918
27 29454 562 0 356 11 0 2942 3175 929
28 29508 532 0 357 11 0 2969 3198 912
29 29541 558 0 356 7 0 2947 3189 914
30 29543 551 0 356 10 0 2918 3168 936
31 29497 517 0 354 10 0 2950 3187 930
32 29485 535 0 341 7 0 2989 3245 879
33 29437 515 0 360 3 0 3029 3235 882
34 29395 570 0 354 5 0 2958 3217 900
35 29364 535 0 356 7 0 2998 3236 883
36 29466 523 0 358 2 0 2980 3194 927
37 29534 533 0 344 6 0 2938 3193 926
38 29597 528 0 340 7 0 2929 3177 954
39 29534 553 0 350 5 0 2946 3209 926
40 29524 578 0 347 6 0 2893 3188 952
41 29626 568 0 368 6 0 2968 3243 895
42 29634 524 0 357 7 0 3012 3245 901
43 29516 563 0 343 8 0 2986 3263 886
44 29497 531 0 349 9 0 3003 3271 885
45 29495 556 0 358 6 0 2970 3243 910
46 29529 546 0 351 9 0 2953 3235 918
47 29567 521 0 353 7 0 3036 3266 891
48 29683 533 0 355 8 0 2992 3224 928
49 29595 513 0 365 3 0 2994 3222 921
50 29513 535 0 373 9 0 2974 3201 942
51 29501 512 0 372 9 0 2987 3211 929
52 29538 581 0 375 3 0 2959 3251 897
53 29561 585 0 366 8 0 2971 3269 878
54 29584 552 0 370 10 0 2936 3224 927
55 29554 519 0 364 6 0 2965 3228 930
56 29551 546 0 367 8 0 3003 3292 864
57 29526 530 0 369 7 0 2965 3233 933
58 29479 548 0 372 8 0 2976 3233 928
59 29595 564 0 372 4 0 2952 3241 925
60 29674 523 0 363 9 0 2983 3230 926
61 29537 549 0 369 10 0 2907 3206 952
62 29494 574 0 361 7 0 2926 3253 909
63 29515 553 0 356 6 0 2862 3190 969
64 29512 560 0 363 12 0 2905 3238 925
65 29618 539 0 368 7 0 2914 3221 944
66 29596 565 0 365 6 0 2911 3233 933
67 29501 545 0 360 7 0 2918 3247 917
68 29543 524 0 353 5 0 2899 3236 943
69 29473 535 0 341 4 0 2916 3261 915
70 29439 528 0 349 2 0 2946 3283 894
71 29567 511 0 351 7 0 2918 3264 923
72 29393 519 0 355 7 0 2881 3251 940
73 29360 508 0 364 6 0 2933 3283 915
74 29340 584 0 351 3 0 2877 3287 905
75 29233 517 0 345 6 0 2947 3288 906
76 29364 467 0 354 5 0 2984 3298 901
77 29215 554 0 353 7 0 2911 3296 906
78 29267 554 0 351 12 0 2904 3299 909
79 29285 546 0 349 6 0 2917 3289 915
80 29254 570 0 363 6 0 2892 3294 912
81 29412 491 0 349 4 0 2957 3285 936
82 29214 511 0 350 7 0 2996 3341 887
83 29147 526 0 359 5 0 2918 3302 912
84 29129 529 0 367 6 0 2912 3271 943
85 29155 551 0 361 12 0 2867 3259 952
86 29162 498 0 363 12 0 2885 3247 966
87 29122 528 0 368 5 0 2915 3298 919
88 28989 519 0 368 10 0 2896 3280 941
89 29007 529 0 370 10 0 2898 3295 935
90 29015 538 0 372 9 0 2910 3313 917
91 29023 516 0 382 11 0 2904 3289 942
92 29024 506 0 381 11 0 2966 3340 880
93 29077 511 0 376 11 0 2859 3274 953
94 28992 508 0 372 7 0 2893 3286 930
95 29113 494 0 377 4 0 2921 3297 928
96 29011 550 0 378 6 0 2879 3308 916
97 29088 518 0 374 4 0 2927 3317 909
98 29109 525 0 384 3 0 2901 3281 945
99 29036 517 0 369 8 0 2913 3294 928
100 29144 528 0 372 5 0 2897 3282 942
101 29193 481 0 372 8 0 2922 3264 956
102 29206 572 0 373 6 0 2850 3302 920
103 29197 518 0 380 8 0 2878 3282 941
104 29228 564 0 392 4 0 2867 3296 925
105 29101 559 0 378 6 0 2892 3301 919
106 29116 530 0 359 11 0 2916 3295 917
107 29117 504 0 369 8 0 2951 3309 904
108 29161 487 0 375 5 0 2948 3286 926
109 29065 537 0 373 7 0 2914 3295 922
110 29082 557 0 372 10 0 2873 3308 913
111 29148 532 0 384 8 0 2872 3287 933
112 29134 527 0 374 5 0 2907 3322 907
113 29162 546 0 368 8 0 2850 3261 971
114 29245 538 0 351 5 0 2947 3356 873
115 29309 521 0 360 5 0 2927 3343 885
116 29244 542 0 352 7 0 2869 3317 909
117 29379 497 0 365 2 0 2913 3306 929
118 29374 520 0 352 13 0 2888 3308 931
119 29347 543 0 358 10 0 2845 3274 958
120 29327 537 0 364 7 0 2914 3325 905
121 29232 578 0 364 8 0 2901 3325 900
122 29338 549 0 348 11 0 2894 3277 945
123 29252 526 0 362 9 0 2906 3275 949
124 29224 528 0 365 8 0 2881 3260 963
125 29390 549 0 343 6 0 2875 3282 952
126 29326 515 0 364 2 0 2920 3313 917
127 29251 544 0 349 3 0 2933 3344 891
128 29300 550 0 344 6 0 2887 3330 910
129 29315 522 0 351 3 0 2862 3293 950
130 29399 494 0 351 6 0 2914 3308 933
131 29275 512 0 352 9 0 2920 3336 913
132 29282 529 0 349 4 0 2902 3321 936
133 29246 518 0 346 9 0 2923 3334 925
134 29298 522 0 356 2 0 2915 3343 921
135 29299 535 0 348 11 0 2863 3316 951
136 29243 545 0 352 7 0 2911 3377 889
137 29345 510 0 353 12 0 2878 3313 954
138 29409 513 0 356 10 0 2907 3357 921
139 29485 520 0 355 6 0 2885 3333 948
140 29415 509 0 350 8 0 2869 3293 978
141 29427 508 0 355 5 0 2898 3345 924
142 29416 528 0 359 4 0 2899 3371 908
143 29322 509 0 350 5 0 2896 3349 930
144 29346 567 0 345 11 0 2841 3361 918
145 29338 517 0 358 3 0 2919 3374 910
146 29424 519 0 352 5 0 2920 3381 899
147 29226 571 0 352 11 0 2880 3401 885
148 29273 533 0 338 6 0 2884 3353 934
149 29301 501 0 360 4 0 2877 3316 969
150 29299 561 0 363 5 0 2857 3351 940
151 29306 529 0 350 8 0 2877 3350 944
152 29283 530 0 354 5 0 2875 3359 932
153 29236 551 0 354 10 0 2887 3370 922
154 29304 544 0 369 11 0 2888 3378 905
155 29377 525 0 374 7 0 2877 3355 934
156 29355 524 0 356 7 0 2840 3328 960
157 29332 486 0 352 8 0 2862 3346 946
158 29350 492 0 359 8 0 2874 3373 921
159 29329 498 0 354 9 0 2898 3419 884
160 29360 547 0 367 5 0 2793 3365 939
161 29365 522 0 366 5 0 2807 3378 922
162 29236 537 0 354 6 0 2793 3376 922
163 29359 534 0 354 3 0 2795 3368 929
164 29408 495 0 341 8 0 2838 3368 924
165 29400 528 0 348 6 0 2782 3374 926
166 29500 500 0 356 4 0 2786 3360 947
167 29441 510 0 357 10 0 2845 3394 914
168 29456 526 0 358 8 0 2789 3361 955
169 29454 529 0 342 8 0 2795 3388 930
170 29482 498 0 346 6 0 2849 3385 939
171 29525 495 0 340 8 0 2847 3393 934
172 29475 517 0 345 4 0 2829 3387 944
173 29405 556 0 356 5 0 2800 3386 939
174 29566 522 0 357 8 0 2843 3392 939
175 29433 519 0 360 8 0 2823 3388 942
176 29444 488 0 354 9 0 2858 3397 934
177 29406 493 0 358 9 0 2852 3404 927
178 29474 515 0 372 4 0 2858 3435 899
179 29542 512 0 364 6 0 2851 3403 936
180 29572 513 0 360 13 0 2861 3432 904
181 29597 496 0 349 12 0 2823 3402 937
182 29436 534 0 360 10 0 2827 3418 923
183 29466 532 0 363 9 0 2818 3419 915
184 29428 546 0 374 2 0 2773 3365 967
185 29400 546 0 355 14 0 2790 3378 958
186 29403 497 0 377 5 0 2855 3394 935
187 29470 521 0 373 4 0 2843 3382 941
188 29483 515 0 362 3 0 2841 3360 962
189 29489 498 0 357 5 0 2843 3333 987
190 29404 521 0 362 7 0 2877 3404 917
191 29474 526 0 362 9 0 2822 3346 964
192 29458 523 0 359 11 0 2864 3394 922
193 29375 536 0 362 5 0 2770 3330 988
194 29390 509 0 365 8 0 2889 3415 915
195 29428 489 0 372 6 0 2899 3416 919
196 29344 515 0 359 6 0 2871 3408 929
197 29354 522 0 356 7 0 2900 3442 903
198 29388 577 0 348 2 0 2865 3425 914
199 29407 518 0 357 2 0 2895 3393 947
200 29421 507 0 356 5 0 2929 3436 898
201 29398 490 0 352 6 0 2934 3423 917
202 29378 541 0 349 5 0 2860 3396 947
203 29481 572 0 346 4 0 2833 3390 946
204 29480 543 0 345 8 0 2903 3425 911
205 29511 540 0 350 8 0 2853 3415 923
206 29448 545 0 343 8 0 2893 3431 908
207 29502 509 0 341 7 0 2921 3435 899
208 29544 517 0 345 6 0 2879 3406 941
209 29447 547 0 346 5 0 2878 3430 913
210 29438 533 0 355 8 0 2914 3449 896
211 29320 519 0 354 5 0 2939 3442 904
212 29309 489 0 373 8 0 2877 3372 976
213 29323 539 0 358 8 0 2879 3419 925
214 29333 528 0 372 7 0 2821 3387 954
215 29441 516 0 353 16 0 2851 3425 904
216 29355 534 0 365 6 0 2849 3423 909
217 29324 493 0 355 6 0 2809 3356 987
218 29302 494 0 355 6 0 2844 3408 942
219 29326 489 0 350 5 0 2871 3424 928
220 29283 512 0 339 8 0 2863 3441 907
221 29306 508 0 340 12 0 2901 3440 915
222 29268 542 0 347 14 0 2892 3440 912
223 29390 505 0 362 6 0 2931 3433 915
224 29380 525 0 359 5 0 2851 3380 967
225 29374 525 0 364 6 0 2883 3425 924
226 29431 525 0 368 5 0 2857 3406 940
227 29559 536 0 369 13 0 2894 3445 906
228 29413 511 0 363 9 0 2928 3441 912
229 29497 544 0 382 6 0 2907 3429 919
230 29469 524 0 364 7 0 2924 3448 909
231 29464 523 0 362 7 0 2898 3410 944
232 29462 507 0 358 11 0 2876 3378 979
233 29563 544 0 355 7 0 2927 3419 936
234 29431 533 0 346 8 0 2850 3357 994
235 29401 520 0 366 6 0 2937 3427 919
236 29433 534 0 363 7 0 2901 3389 957
237 29386 532 0 358 6 0 2927 3422 919
238 29389 503 0 361 5 0 2934 3423 925
239 29377 518 0 362 7 0 2886 3405 937
240 29405 527 0 357 10 0 2867 3403 944
241 29419 531 0 365 9 0 2880 3431 920
242 29452 490 0 369 6 0 2892 3408 945
243 29381 518 0 355 6 0 2865 3377 972
244 29519 557 0 356 10 0 2840 3412 937
245 29610 536 0 366 8 0 2867 3405 951
246 29512 566 0 368 5 0 2839 3396 963
247 29470 515 0 363 7 0 2879 3396 968
248 29425 497 0 371 4 0 2912 3432 933
249 29419 530 0 357 12 0 2832 3406 961
250 29522 491 0 351 13 0 2892 3437 939
251 29332 574 0 375 10 0 2808 3434 939
252 29400 500 0 368 10 0 2904 3444 931
253 29396 523 0 365 6 0 2869 3438 937
254 29439 540 0 362 9 0 2860 3421 953
255 29455 507 0 369 10 0 2847 3396 977
256 29453 559 0 369 9 0 2847 3414 968
257 29445 497 0 376 5 0 2921 3429 955
258 29381 550 0 377 10 0 2895 3482 911
259 29453 529 0 375 9 0 2845 3421 973
260 29423 543 0 376 12 0 2847 3441 951
261 29462 507 0 385 7 0 2924 3454 928
262 29476 527 0 385 8 0 2833 3406 981
263 29397 591 0 371 7 0 2855 3474 910
264 29386 548 0 371 10 0 2841 3431 969
265 29300 557 0 375 10 0 2948 3514 877
266 29272 539 0 382 6 0 2857 3422 973
267 29234 538 0 383 4 0 2851 3410 980
268 29298 534 0 373 9 0 2861 3400 997
269 29281 526 0 387 10 0 2930 3469 928
270 29491 516 0 384 8 0 2919 3455 942
271 29546 521 0 376 8 0 2933 3470 925
272 29457 525 0 391 8 0 2916 3460 936
273 29423 500 0 381 8 0 2914 3430 970
274 29349 543 0 380 4 0 2879 3446 962
275 29410 485 0 382 9 0 2964 3480 932
276 29413 486 0 381 7 0 2939 3448 960
277 29460 488 0 383 8 0 2849 3388 1031
278 29450 540 0 384 6 0 2888 3454 959
279 29337 524 0 391 6 0 2898 3441 975
280 29359 528 0 392 8 0 2897 3454 961
281 29327 524 0 385 8 0 2917 3468 949
282 29364 553 0 382 7 0 2847 3446 967
283 29465 521 0 377 11 0 2870 3432 977
284 29452 512 0 376 12 0 2889 3447 965
285 29407 555 0 377 6 0 2884 3458 953
286 29451 563 0 372 9 0 2866 3454 967
287 29538 539 0 380 3 0 2885 3440 979
288 29537 512 0 392 7 0 2926 3457 967
289 29452 570 0 387 2 0 2860 3432 991
290 29581 528 0 378 5 0 2938 3447 975
291 29451 527 0 379 8 0 2897 3426 997
292 29406 548 0 386 5 0 2919 3448 975
293 29352 556 0 387 9 0 2930 3466 952
294 29484 526 0 372 11 0 2961 3471 935
295 29534 540 0 389 6 0 2878 3424 990
296 29548 573 0 375 5 0 2861 3454 969
297 29556 518 0 381 4 0 2934 3449 969
298 29527 521 0 387 8 0 2923 3451 955
299 29551 556 0 388 11 0 2852 3440 968
300 29609 505 0 394 4 0 2909 3433 981
301 29558 526 0 384 7 0 2907 3441 970
302 29487 555 0 379 5 0 2909 3451 968
303 29582 548 0 377 9 0 2921 3473 948
304 29595 557 0 374 6 0 2874 3444 974
305 29615 556 0 366 5 0 2888 3437 976
306 29680 523 0 362 7 0 2910 3424 988
307 29654 518 0 351 12 0 2931 3476 941
308 29499 546 0 355 7 0 2875 3428 985
309 29426 528 0 355 10 0 2887 3436 977
310 29511 535 0 362 6 0 2861 3412 1008
311 29516 548 0 347 10 0 2912 3477 944
312 29536 561 0 356 8 0 2903 3483 936
313 29526 564 0 366 4 0 2876 3452 966
314 29560 506 0 354 6 0 2915 3462 951
315 29511 509 0 356 7 0 2946 3477 929
316 29511 520 0 353 9 0 2909 3470 930
317 29498 506 0 345 9 0 2904 3456 938
318 29507 526 0 356 6 0 2876 3452 940
319 29574 509 0 366 9 0 2909 3434 957
320 29471 522 0 377 5 0 2836 3384 1014
321 29298 517 0 360 7 0 2888 3448 944
322 29239 544 0 368 2 0 2875 3442 948
323 29145 545 0 367 6 0 2921 3471 923
324 29278 510 0 369 8 0 2885 3401 989
325 29209 514 0 361 7 0 2951 3482 916
326 29245 513 0 358 7 0 2877 3432 973
327 29166 522 0 350 10 0 2876 3450 958
328 29101 528 0 344 11 0 2873 3463 950
329 29149 521 0 356 9 0 2841 3415 994
330 29156 523 0 354 5 0 2932 3483 923
331 29219 528 0 343 7 0 2872 3454 951
332 29266 493 0 356 7 0 2863 3420 986
333 29311 555 0 360 5 0 2872 3492 921
334 29336 517 0 369 4 0 2886 3444 971
335 29311 527 0 361 6 0 2902 3465 955
336 29304 536 0 371 3 0 2913 3496 926
337 29205 581 0 364 7 0 2822 3440 977
338 29356 572 0 375 6 0 2873 3472 950
339 29417 519 0 372 11 0 2889 3419 1009
340 29316 554 0 364 7 0 2907 3460 966
341 29321 547 0 367 7 0 2902 3466 964
342 29435 526 0 366 10 0 2915 3464 966
343 29328 537 0 374 7 0 2948 3506 929
344 29319 531 0 361 10 0 2912 3474 956
345 29280 511 0 364 4 0 2889 3423 1006
346 29268 542 0 354 11 0 2876 3433 996
347 29216 564 0 362 5 0 2903 3471 958
348 29249 506 0 375 4 0 2936 3455 967
349 29301 551 0 376 6 0 2881 3451 974
350 29321 540 0 361 8 0 2825 3374 1058
351 29296 588 0 360 5 0 2879 3498 932
352 29413 545 0 377 2 0 2906 3469 955
353 29403 540 0 360 9 0 2889 3460 979
354 29341 535 0 368 6 0 2949 3519 919
355 29398 573 0 366 8 0 2850 3444 990
356 29453 522 0 368 5 0 2909 3461 973
357 29461 519 0 369 4 0 2933 3491 951
358 29429 487 0 374 7 0 2950 3492 950
359 29373 588 0 382 4 0 2812 3460 982
360 29439 494 0 388 4 0 2907 3434 1010
361 29392 514 0 389 6 0 2930 3489 955
362 29282 496 0 388 10 0 2894 3444 1000
363 29382 535 0 387 11 0 2924 3513 926
364 29407 499 0 384 5 0 2944 3514 935
365 29358 491 0 386 11 0 2919 3476 970
366 29353 524 0 378 5 0 2865 3442 1008
367 29297 547 0 370 7 0 2915 3492 954
368 29295 537 0 371 6 0 2881 3502 954
369 29312 531 0 378 8 0 2841 3473 985
370 29281 515 0 375 8 0 2860 3473 988
371 29367 523 0 375 5 0 2864 3474 988
372 29412 521 0 375 10 0 2911 3497 980
373 29414 523 0 383 8 0 2960 3557 915
374 29381 488 0 385 4 0 2945 3506 959
375 29208 571 0 378 5 0 2881 3507 961
376 29261 535 0 378 5 0 2927 3531 943
377 29280 502 0 373 4 0 2945 3518 946
378 29319 490 0 364 4 0 2940 3497 972
379 29191 528 0 353 8 0 2900 3508 960
380 29317 486 0 360 9 0 2909 3473 991
381 29247 550 0 368 3 0 2883 3528 941
382 29208 514 0 366 3 0 2930 3518 946
383 29240 532 0 354 13 0 2854 3489 978
384 29206 487 0 369 9 0 2937 3509 956
385 29263 487 0 368 6 0 2891 3483 980
386 29237 522 0 355 9 0 2842 3478 983
387 29191 522 0 358 9 0 2845 3474 988
388 29300 518 0 356 3 0 2852 3473 993
389 29324 498 0 364 7 0 2880 3466 994
390 29341 527 0 364 8 0 2834 3454 1003
391 29373 540 0 365 6 0 2857 3501 959
392 29352 536 0 375 8 0 2846 3507 963
393 29394 523 0 364 6 0 2843 3480 994
394 29311 528 0 371 6 0 2852 3499 978
395 29260 524 0 376 9 0 2930 3551 925
396 29301 510 0 358 5 0 2930 3545 937
397 29276 549 0 363 12 0 2918 3566 911
398 29232 505 0 366 9 0 2860 3487 991
399 29338 523 0 353 8 0 2890 3529 952
400 29253 562 0 355 6 0 2830 3483 999
401 29375 557 0 353 6 0 2814 3461 1026
402 29353 525 0 345 4 0 2870 3475 1015
