time,PGL3,PGL3-mRNA,MEG3,MEG3-mRNA,MEG3p,mRNA,MEX5,MEX5-mRNA,Pgran,pre-Pgran
50,1813,52,39,1,30,1397,0,0,8,1
50.5,1818,54,39,4,31,1379,0,0,8,1
51,1829,62,43,2,34,1390,0,0,8,1
51.5,1820,62,44,2,32,1387,0,0,8,1
52,1801,59,47,0,33,1393,0,0,7,2
52.5,1813,53,48,4,34,1402,0,0,8,1
53,1833,49,47,4,34,1429,0,0,8,1
53.5,1861,52,48,3,34,1409,0,0,7,2
54,1875,47,41,5,35,1406,0,0,7,3
54.5,1853,61,49,2,29,1381,0,0,8,2
55,1902,52,42,3,26,1359,0,0,9,1
55.5,1932,51,48,2,28,1385,0,0,9,1
56,1909,60,45,3,37,1396,0,0,9,1
56.5,1910,54,47,5,40,1365,0,0,6,4
57,1899,79,40,1,46,1366,0,0,7,3
57.5,1959,56,42,1,47,1387,0,0,7,3
58,1895,56,46,3,41,1391,0,0,7,3
58.5,1982,42,45,1,42,1372,0,0,7,3
59,1929,67,47,1,45,1375,0,0,7,3
59.5,1960,56,52,5,43,1374,0,0,8,3
60,1947,66,55,4,36,1380,0,0,8,3
60.5,1913,50,53,1,36,1398,0,0,7,3
61,1922,53,52,2,37,1389,0,0,7,4
61.5,1937,60,44,0,35,1408,0,0,7,3
62,1944,67,42,3,42,1400,0,0,7,3
62.5,1965,67,41,4,42,1391,0,0,6,2
63,1980,62,50,1,38,1401,0,0,6,2
63.5,1974,69,40,2,46,1381,0,0,6,2
64,1961,57,41,0,41,1408,0,0,5,3
64.5,1940,61,46,2,36,1407,0,0,6,2
65,1949,58,47,3,36,1420,0,0,6,2
65.5,1944,64,50,2,35,1400,0,0,6,3
66,1969,50,50,2,48,1409,0,0,4,4
66.5,1996,68,51,2,42,1402,0,0,3,5
67,1976,53,54,5,44,1398,0,0,3,4
67.5,1964,55,48,4,34,1409,0,0,5,1
68,1968,65,47,6,33,1374,0,0,5,2
68.5,1970,45,44,3,40,1394,0,0,5,2
69,1978,57,40,5,41,1389,0,0,4,2
69.5,1929,67,44,6,37,1391,0,0,5,2
70,1978,61,50,1,33,1389,0,0,4,2
70.5,1981,51,45,2,32,1396,0,0,5,2
71,1957,58,51,0,30,1387,0,0,3,3
71.5,1987,43,52,3,34,1399,0,0,3,3
72,1989,55,53,2,33,1390,0,0,4,1
72.5,2019,65,46,3,41,1387,0,0,2,5
73,2003,69,43,4,41,1379,0,0,2,4
73.5,2012,56,52,0,35,1388,0,0,3,3
74,1989,64,48,2,32,1373,0,0,3,3
74.5,2018,59,50,2,27,1399,0,0,3,2
75,2012,68,53,2,27,1392,0,0,3,0
75.6,1991,56,58,1,33,1384,0,0,3,1
76.1,1979,81,52,4,32,1382,0,0,2,2
76.6,1997,51,44,6,35,1391,0,0,2,2
77.1,1994,71,47,2,38,1375,0,0,2,2
77.6,1996,63,43,5,34,1380,0,0,2,2
78.1,1990,61,51,3,31,1380,0,0,2,2
78.6,2008,64,56,2,30,1405,0,0,2,1
79.1,2061,56,46,1,37,1407,0,0,1,1
