time,PGL3,PGL3-mRNA,MEG3,MEG3-mRNA,MEG3p,mRNA,MEX5,MEX5-mRNA,Pgran,pre-Pgran
50,20,0,50,1,82,1061,1900,547,0,1
50.5,23,0,45,2,82,1052,1870,573,1,0
51,22,0,41,2,89,1067,1894,548,1,0
51.5,25,1,48,3,80,1043,1874,560,0,1
52,22,1,52,1,79,1050,1874,562,0,1
52.5,23,2,44,2,80,1047,1891,547,0,1
53,20,1,49,5,76,1037,1866,574,0,1
53.5,25,1,47,4,85,1078,1891,542,0,0
54,26,1,41,5,81,1068,1909,529,0,0
54.5,27,0,36,4,71,1043,1848,581,0,0
55,29,0,40,1,86,1090,1895,541,0,0
55.5,25,1,43,1,79,1074,1896,545,0,0
56,24,0,46,4,85,1051,1884,555,0,0
56.5,25,2,46,2,92,1067,1909,539,0,0
57,25,1,41,2,82,1036,1873,568,0,1
57.5,30,1,44,2,85,1082,1906,539,0,0
58,26,0,40,3,81,1119,1934,501,0,0
58.5,25,0,40,1,82,1092,1930,513,0,0
59,26,0,40,3,89,1065,1898,535,0,0
59.5,24,0,42,3,87,1080,1923,520,0,0
60,22,2,51,2,82,1065,1922,521,0,0
60.5,27,0,45,2,81,1019,1872,570,0,0
61,26,0,48,2,86,1065,1909,529,0,0
61.5,29,0,49,2,74,1048,1905,539,0,1
62,29,0,50,1,75,1035,1872,574,0,1
62.5,26,0,43,4,70,1044,1883,557,0,1
63,28,1,46,4,70,1070,1934,513,0,0
63.5,30,0,53,2,66,1062,1910,530,0,0
64,30,0,42,5,80,1074,1914,535,0,0
64.5,27,0,55,2,69,1072,1897,542,0,0
65,28,1,42,2,68,1059,1874,564,0,0
65.5,26,2,39,1,72,1063,1903,537,0,0
66,30,2,38,2,75,1057,1902,533,0,0
66.5,31,0,36,1,72,1076,1887,550,0,0
67,32,0,43,2,63,1042,1857,580,0,0
67.5,32,0,49,1,62,1037,1825,607,0,0
68,31,1,43,3,72,1086,1886,553,0,0
68.5,27,1,45,0,75,1069,1885,551,0,0
69,28,2,42,1,83,1080,1888,547,0,0
69.5,32,0,41,3,86,1109,1869,565,0,0
70,32,1,49,2,79,1117,1884,553,0,0
70.5,35,0,49,3,70,1123,1892,541,0,0
71,38,0,55,0,73,1077,1867,563,0,0
71.5,38,0,48,2,83,1120,1899,527,0,0
72,32,0,43,2,83,1116,1882,545,0,0
72.5,31,1,44,3,86,1109,1885,538,0,0
73,34,1,46,2,79,1100,1871,557,0,0
73.5,29,3,44,4,78,1086,1859,565,0,0
74,32,0,47,2,77,1102,1879,542,0,0
74.5,33,2,48,1,80,1090,1875,542,0,0
75,36,2,42,6,82,1085,1882,538,0,0
75.6,42,2,46,2,79,1073,1859,552,0,0
76.1,47,3,44,2,82,1059,1866,542,0,0
76.6,44,2,41,3,77,1072,1875,536,0,0
77.1,45,0,44,2,72,1095,1874,546,0,0
77.6,41,1,44,0,74,1082,1880,541,0,0
78.1,43,1,42,0,79,1079,1867,551,0,0
78.6,40,2,39,4,77,1096,1901,521,0,0
79.1,40,1,39,2,79,1084,1876,540,0,0
79.6,43,0,44,1,76,1064,1860,557,0,0
80.1,38,2,43,1,71,1072,1890,533,0,0
80.6,44,2,45,3,63,1041,1850,570,0,0
81.1,43,0,38,4,62,1050,1847,564,0,0
