time,PGL3,PGL3-mRNA,MEG3,MEG3-mRNA,MEG3p,mRNA,MEX5,MEX5-mRNA,Pgran,pre-Pgran
50,1717,47,45,2,30,1464,0,0,2,0
50.5,1757,53,43,3,30,1465,0,0,2,0
51,1702,60,51,2,27,1447,0,0,2,0
51.5,1743,64,47,3,30,1436,0,0,2,0
52,1709,55,52,1,26,1471,0,0,2,0
52.5,1734,53,40,4,29,1439,0,0,2,0
53,1729,57,43,1,35,1451,0,0,1,0
53.5,1736,56,45,0,31,1460,0,0,1,0
54,1735,50,37,2,31,1444,0,0,1,0
54.5,1744,60,47,0,32,1424,0,0,1,0
55,1769,64,36,2,34,1439,0,0,1,0
55.5,1765,53,36,2,35,1451,0,0,1,0
56,1755,46,39,3,38,1451,0,0,1,1
56.5,1745,69,42,2,38,1454,0,0,1,1
57,1753,50,39,3,39,1448,0,0,1,1
57.5,1762,51,44,4,40,1447,0,0,1,1
58,1723,55,40,2,43,1437,0,0,1,1
58.5,1728,53,44,3,34,1443,0,0,1,1
59,1762,59,43,4,37,1444,0,0,1,1
59.5,1753,54,45,1,31,1457,0,0,1,1
60,1753,74,41,1,29,1457,0,0,1,1
60.5,1772,60,42,2,31,1468,0,0,1,1
61,1752,47,43,3,29,1474,0,0,1,1
61.5,1772,56,42,2,35,1472,0,0,1,1
62,1779,68,42,0,31,1466,0,0,1,1
62.5,1805,43,50,1,31,1486,0,0,2,1
63,1800,45,46,2,29,1463,0,0,2,1
63.5,1734,72,36,5,28,1425,0,0,2,1
64,1785,65,45,2,29,1440,0,0,2,1
64.5,1764,73,42,1,30,1427,0,0,2,1
65,1786,58,39,3,31,1443,0,0,2,1
65.5,1780,53,33,3,37,1424,0,0,1,4
66,1794,62,44,1,30,1433,0,0,1,4
66.5,1773,57,43,1,34,1451,0,0,3,2
67,1784,67,41,3,31,1435,0,0,3,1
67.5,1802,46,38,6,32,1422,0,0,2,2
68,1830,46,39,4,33,1431,0,0,2,2
68.5,1809,48,38,3,34,1435,0,0,1,3
69,1787,66,45,2,33,1420,0,0,1,3
69.5,1775,62,36,1,36,1426,0,0,1,3
70,1805,59,35,2,33,1449,0,0,1,2
70.5,1804,56,31,4,33,1470,0,0,2,0
71,1835,53,36,4,30,1422,0,0,2,0
71.5,1807,56,44,0,32,1434,0,0,2,0
72,1820,51,45,1,24,1425,0,0,1,1
72.5,1782,64,46,3,23,1417,0,0,1,0
73,1789,61,43,4,22,1450,0,0,1,0
73.5,1848,53,45,3,24,1430,0,0,1,2
74,1841,59,39,1,27,1441,0,0,1,2
74.5,1859,57,40,2,26,1459,0,0,1,3
75,1818,54,44,2,24,1470,0,0,1,2
75.6,1861,52,44,4,22,1451,0,0,1,2
76.1,1853,65,37,3,27,1426,0,0,1,2
76.6,1818,67,37,1,27,1407,0,0,1,2
77.1,1855,68,30,5,31,1427,0,0,1,4
77.6,1882,62,42,2,27,1427,0,0,1,4
78.1,1900,61,38,2,22,1427,0,0,2,3
78.6,1914,67,38,5,21,1434,0,0,3,2
79.1,1898,58,40,5,19,1433,0,0,4,1
79.6,1877,75,46,1,18,1431,0,0,3,2
80.1,1902,51,45,3,22,1452,0,0,4,1
80.6,1883,53,37,4,23,1427,0,0,4,1
81.1,1908,63,42,1,25,1428,0,0,4,1
81.6,1901,66,35,4,23,1414,0,0,3,2
82.1,1939,42,32,0,35,1430,0,0,3,2
82.6,1902,59,32,1,35,1436,0,0,2,3
83.1,1899,54,33,2,31,1443,0,0,1,4
83.6,1900,66,31,2,30,1442,0,0,1,4
84.1,1871,58,31,3,32,1436,0,0,0,5
84.6,1880,55,36,2,29,1446,0,0,1,4
85.1,1888,53,39,2,31,1435,0,0,1,4
85.6,1931,45,40,2,30,1452,0,0,1,4
86.1,1918,58,41,1,26,1432,0,0,1,4
86.6,1908,53,40,2,26,1428,0,0,1,4
87.1,1874,57,46,2,24,1451,0,0,1,4
87.6,1900,59,40,2,24,1443,0,0,2,3
88.1,1907,55,43,3,19,1433,0,0,2,3
88.6,1931,69,34,2,20,1418,0,0,2,2
89.1,1934,49,35,2,21,1442,0,0,2,1
89.6,1946,59,39,5,21,1425,0,0,2,1
90.1,1922,58,44,3,20,1435,0,0,2,1
90.6,1973,69,33,4,21,1417,0,0,2,1
91.1,1967,67,34,4,22,1412,0,0,2,1
91.6,1963,67,30,1,27,1388,0,0,2,1
92.1,1969,53,28,0,27,1419,0,0,2,1
92.6,1985,67,32,1,23,1421,0,0,2,1
93.1,1952,80,30,3,20,1417,0,0,2,1
93.6,1979,54,35,1,18,1413,0,0,1,2
94.1,1975,59,32,5,22,1425,0,0,1,1
94.6,1981,57,29,4,21,1447,0,0,1,1
95.1,1923,63,34,2,26,1421,0,0,2,0
95.6,1954,49,35,1,32,1430,0,0,2,0
96.1,1968,57,27,0,35,1409,0,0,2,0
96.6,1960,56,30,2,26,1386,0,0,2,0
97.1,1955,61,36,0,28,1398,0,0,2,0
97.6,1926,71,32,3,27,1375,0,0,2,0
98.1,2021,44,27,4,30,1381,0,0,1,1
98.6,2023,59,28,3,31,1349,0,0,1,1
99.1,1972,67,28,2,28,1365,0,0,1,1
99.6,2000,57,30,1,29,1389,0,0,1,1
100.1,1977,57,27,1,30,1391,0,0,1,1
100.6,1977,71,29,3,30,1376,0,0,2,0
101.1,1967,62,28,2,29,1372,0,0,2,0
101.6,1977,68,26,2,29,1387,0,0,2,0
102.1,1973,60,31,0,27,1357,0,0,2,0
102.6,1985,78,30,2,32,1377,0,0,1,1
103.1,2000,62,33,0,28,1381,0,0,2,0
103.6,1995,48,35,2,25,1367,0,0,1,1
104.1,1998,61,33,0,21,1350,0,0,1,1
104.6,1996,56,25,1,30,1365,0,0,1,1
105.1,1994,61,32,2,23,1365,0,0,1,0
105.6,1973,56,34,0,27,1368,0,0,1,0
106.1,1982,54,32,2,34,1376,0,0,1,0
106.6,1988,63,36,0,34,1359,0,0,1,0
107.1,2017,70,34,1,27,1350,0,0,1,0
107.6,2081,57,33,3,29,1377,0,0,1,0
108.1,2132,62,33,4,28,1392,0,0,1,0
108.6,2064,80,36,0,29,1371,0,0,1,1
109.1,2098,65,38,2,28,1394,0,0,1,1
109.6,2033,75,34,3,33,1372,0,0,1,1
110.1,2074,64,26,0,35,1375,0,0,1,3
110.6,2065,70,29,0,34,1375,0,0,2,2
