time,PGL3,PGL3-mRNA,MEG3,MEG3-mRNA,MEG3p,mRNA,MEX5,MEX5-mRNA,Pgran,pre-Pgran
50,1811,53,37,3,49,1383,0,0,3,3
50.5,1833,60,40,4,41,1390,0,0,3,1
51,1836,60,44,1,39,1387,0,0,4,0
51.5,1855,57,43,2,44,1401,0,0,4,0
52,1864,53,38,1,40,1406,0,0,4,0
52.5,1842,69,37,2,44,1409,0,0,4,0
53,1867,49,35,7,33,1424,0,0,3,1
53.5,1850,57,38,1,34,1404,0,0,3,1
54,1882,62,36,2,37,1390,0,0,3,0
54.5,1849,59,42,2,35,1409,0,0,2,1
55,1827,62,44,3,29,1400,0,0,2,2
55.5,1778,67,41,4,32,1411,0,0,2,2
56,1824,40,43,5,29,1449,0,0,3,1
56.5,1790,70,44,1,36,1394,0,0,3,1
57,1824,56,43,3,43,1410,0,0,3,1
57.5,1824,60,43,2,39,1369,0,0,3,1
58,1841,57,44,3,40,1386,0,0,3,1
58.5,1842,52,44,3,32,1419,0,0,4,0
59,1827,60,48,4,36,1412,0,0,3,1
59.5,1846,53,43,5,42,1402,0,0,3,2
60,1865,66,46,1,41,1392,0,0,4,1
60.5,1866,59,48,5,29,1396,0,0,3,2
61,1833,53,50,3,31,1398,0,0,2,3
61.5,1839,57,52,3,30,1379,0,0,3,2
62,1826,59,39,5,36,1391,0,0,3,3
62.5,1814,59,34,3,35,1413,0,0,3,2
63,1803,50,43,1,31,1403,0,0,4,2
63.5,1836,53,46,2,30,1394,0,0,4,2
64,1867,53,38,4,31,1400,0,0,3,0
64.5,1884,43,43,0,30,1400,0,0,3,0
65,1862,58,46,2,26,1376,0,0,3,0
65.5,1860,55,47,8,24,1389,0,0,3,0
66,1806,66,49,3,17,1377,0,0,4,0
66.5,1804,63,47,4,23,1371,0,0,4,1
67,1860,46,39,4,27,1385,0,0,4,1
67.5,1870,55,35,1,30,1394,0,0,4,2
68,1887,60,34,4,30,1394,0,0,6,0
68.5,1896,60,43,2,27,1369,0,0,6,0
69,1901,60,35,5,25,1387,0,0,4,1
69.5,1858,59,37,3,19,1397,0,0,5,2
70,1890,53,43,2,13,1400,0,0,4,2
70.5,1861,56,41,3,18,1391,0,0,4,2
71,1891,63,44,2,24,1379,0,0,4,1
71.5,1861,65,43,6,24,1384,0,0,4,1
72,1898,78,39,6,26,1382,0,0,4,1
72.5,1932,59,45,2,37,1407,0,0,4,2
73,1917,63,44,3,40,1397,0,0,4,2
73.5,1907,61,48,2,36,1400,0,0,3,2
74,1916,55,42,3,30,1401,0,0,2,3
74.5,1909,54,45,1,35,1393,0,0,5,0
75,1951,58,38,5,30,1375,0,0,5,0
75.6,1977,61,45,4,31,1361,0,0,5,0
76.1,1949,70,43,4,26,1369,0,0,3,2
76.6,1954,63,46,0,27,1384,0,0,3,1
77.1,1971,57,43,2,22,1367,0,0,3,0
77.6,2004,57,43,1,24,1379,0,0,4,0
78.1,1986,57,39,1,28,1379,0,0,4,0
78.6,1963,59,35,7,26,1366,0,0,3,0
79.1,1961,54,41,2,27,1371,0,0,3,1
79.6,1913,63,39,2,31,1357,0,0,2,2
80.1,1911,56,40,5,27,1380,0,0,3,1
80.6,1939,45,39,3,30,1386,0,0,4,0
81.1,1903,62,37,4,30,1374,0,0,4,0
81.6,1951,53,43,2,32,1394,0,0,4,0
82.1,1945,58,35,4,34,1398,0,0,4,0
82.6,1988,45,34,2,37,1396,0,0,3,0
83.1,1955,59,42,0,34,1382,0,0,2,1
83.6,1992,57,45,2,30,1374,0,0,2,1
84.1,2002,66,42,4,29,1356,0,0,2,1
84.6,1978,60,42,3,27,1372,0,0,2,1
85.1,1987,50,44,2,24,1367,0,0,2,1
85.6,1957,72,47,1,25,1360,0,0,2,1
86.1,1967,76,46,1,29,1360,0,0,2,1
86.6,2019,53,42,0,28,1375,0,0,3,0
87.1,2042,65,37,2,26,1400,0,0,3,0
87.6,2014,66,48,1,25,1399,0,0,3,0
88.1,2040,59,41,2,28,1369,0,0,1,2
88.6,2075,58,41,5,25,1399,0,0,1,2
89.1,2045,59,46,2,23,1396,0,0,1,2
89.6,2043,73,49,2,17,1369,0,0,1,2
90.1,1997,65,43,2,17,1378,0,0,1,2
90.6,2012,68,31,3,22,1374,0,0,1,3
91.1,1997,72,23,3,20,1388,0,0,2,3
91.6,2038,58,27,1,24,1409,0,0,2,3
92.1,2029,61,32,2,30,1395,0,0,2,3
92.6,2023,53,27,4,27,1409,0,0,3,2
93.1,2040,68,31,1,24,1374,0,0,3,2
93.6,2042,59,26,3,23,1395,0,0,3,2
94.1,2032,53,30,1,22,1399,0,0,3,2
94.6,2026,66,28,1,20,1366,0,0,4,1
95.1,2033,60,25,0,20,1377,0,0,5,0
95.6,2074,63,23,3,22,1369,0,0,5,0
96.1,2067,58,27,1,21,1387,0,0,5,0
96.6,2044,69,29,1,23,1367,0,0,5,0
97.1,2026,71,34,0,20,1363,0,0,5,0
97.6,2017,53,26,4,26,1386,0,0,4,1
98.1,2036,50,27,4,26,1373,0,0,4,1
98.6,2054,69,34,1,24,1354,0,0,3,1
99.1,2044,58,38,2,23,1371,0,0,3,1
99.6,2046,53,39,2,22,1375,0,0,3,0
100.1,2008,49,39,0,21,1392,0,0,3,0
100.6,2038,58,42,0,27,1386,0,0,2,1
101.1,1986,66,41,0,29,1385,0,0,2,1
101.6,2032,61,32,0,33,1400,0,0,2,1
102.1,2056,57,40,2,27,1394,0,0,2,1
102.6,2025,67,38,1,27,1392,0,0,1,2
103.1,2086,70,34,2,28,1368,0,0,1,2
103.6,2087,55,31,0,27,1410,0,0,1,2
104.1,2090,72,38,0,25,1384,0,0,1,2
104.6,2097,55,31,2,26,1412,0,0,1,1
105.1,2069,52,33,3,27,1412,0,0,1,1
105.6,2027,62,40,2,28,1392,0,0,2,0
106.1,2032,57,36,1,27,1390,0,0,2,0
106.6,2025,60,27,4,30,1390,0,0,2,0
107.1,2036,62,36,2,32,1417,0,0,2,0
107.6,2049,61,30,4,36,1399,0,0,2,0
108.1,2041,75,32,2,32,1390,0,0,2,0
108.6,1978,65,34,1,30,1379,0,0,2,0
109.1,1978,65,32,0,30,1399,0,0,2,0
109.6,2007,58,22,3,30,1417,0,0,2,1
110.1,2041,58,21,3,27,1396,0,0,2,1
110.6,2041,51,27,0,26,1401,0,0,3,0
111.1,2037,62,24,1,26,1403,0,0,3,0
111.6,2019,60,23,1,26,1402,0,0,3,0
112.1,2015,52,23,1,27,1391,0,0,3,0
112.6,1989,72,27,0,27,1359,0,0,3,0
113.1,2057,61,35,1,28,1399,0,0,3,0
113.6,2061,69,33,1,25,1381,0,0,3,0
114.1,2055,67,39,2,24,1352,0,0,2,1
114.6,2073,71,40,0,27,1368,0,0,2,1
115.1,2066,57,40,1,25,1389,0,0,2,1
115.6,2060,48,41,1,31,1372,0,0,2,1
116.1,2089,55,45,1,26,1381,0,0,2,1
116.6,2087,65,39,1,23,1375,0,0,2,1
117.1,2110,70,40,1,20,1379,0,0,2,2
117.6,2119,72,40,7,24,1373,0,0,2,1
118.1,2067,73,37,2,31,1383,0,0,3,0
118.6,2089,64,41,3,28,1396,0,0,3,0
119.1,2065,65,49,3,27,1386,0,0,3,0
119.6,2064,60,47,5,22,1382,0,0,2,1
120.1,2044,61,39,3,28,1393,0,0,1,2
120.6,2039,54,39,4,28,1380,0,0,1,2
121.1,2074,78,38,2,26,1371,0,0,2,1
121.6,2082,58,36,2,29,1402,0,0,2,1
