time,PGL3,PGL3-mRNA,MEG3,MEG3-mRNA,MEG3p,mRNA,MEX5,MEX5-mRNA,Pgran,pre-Pgran
50,1256,57,0,0,0,1132,936,347,0,0
50.5,1279,52,0,0,0,1162,966,317,0,0
51,1223,52,0,0,0,1189,1000,284,0,0
51.5,1248,49,0,0,0,1181,993,294,0,0
52,1231,47,0,0,0,1197,1001,291,0,0
52.5,1247,37,0,0,0,1166,986,306,0,0
53,1210,47,0,0,0,1182,1004,291,0,0
53.5,1195,53,0,0,0,1144,987,314,0,0
54,1202,47,0,0,0,1157,980,311,0,0
54.5,1192,44,0,0,0,1183,1005,284,0,1
55,1205,47,0,0,0,1167,992,301,1,0
55.5,1215,46,0,0,0,1154,994,292,1,0
56,1205,51,0,0,0,1161,998,295,1,0
56.5,1224,48,0,0,0,1169,981,310,1,0
57,1219,45,0,0,0,1164,1006,285,1,0
57.5,1223,39,0,0,0,1187,1000,294,1,0
58,1254,43,0,0,0,1154,988,310,1,0
58.5,1234,49,0,0,0,1135,990,309,1,0
59,1264,47,0,0,0,1126,961,331,1,0
59.5,1278,49,0,0,0,1154,980,318,1,0
60,1286,51,0,0,0,1166,1002,293,1,0
60.5,1254,62,0,0,0,1160,998,294,1,0
61,1256,63,0,0,0,1157,997,297,1,0
61.5,1266,67,0,0,0,1150,1003,291,1,0
62,1232,48,0,0,0,1144,982,314,1,0
62.5,1218,53,0,0,0,1143,992,299,1,0
63,1249,46,0,0,0,1128,987,303,1,0
63.5,1284,46,0,0,0,1112,969,322,1,0
64,1278,55,0,0,0,1090,957,335,1,0
64.5,1251,46,0,0,0,1130,986,308,1,0
65,1275,39,0,0,0,1164,1008,298,1,0
65.5,1272,36,0,0,0,1135,995,314,1,0
66,1268,34,0,0,0,1158,1022,286,1,0
66.5,1211,52,0,0,0,1094,982,324,1,0
67,1221,44,0,0,0,1109,988,320,1,0
67.5,1256,31,0,0,0,1135,1000,308,1,0
68,1246,46,0,0,0,1103,988,320,2,0
68.5,1250,36,0,0,0,1134,1004,309,2,0
69,1218,43,0,0,0,1128,1004,310,2,0
69.5,1198,51,0,0,0,1142,1006,312,2,0
70,1197,49,0,0,0,1166,1030,283,2,0
70.5,1220,48,0,0,0,1141,1009,308,2,0
71,1211,47,0,0,0,1130,1002,312,2,0
71.5,1246,44,0,0,0,1161,1018,297,2,0
72,1231,41,0,0,0,1150,1013,303,2,0
72.5,1249,48,0,0,0,1146,1016,298,2,0
73,1223,55,0,0,0,1131,1014,302,2,0
73.5,1237,42,0,0,0,1143,1022,296,2,0
74,1273,55,0,0,0,1116,1019,299,2,0
74.5,1282,50,0,0,0,1144,1019,294,2,0
75,1274,50,0,0,0,1129,981,331,2,0
75.6,1294,42,0,0,0,1144,993,323,2,0
76.1,1283,48,0,0,0,1145,1005,306,2,0
76.6,1267,56,0,0,0,1130,1001,313,2,0
77.1,1271,53,0,0,0,1127,993,313,2,0
77.6,1272,55,0,0,0,1168,1005,306,2,0
78.1,1291,45,0,0,0,1129,980,329,2,0
78.6,1310,47,0,0,0,1151,986,320,2,0
79.1,1288,62,0,0,0,1125,988,323,2,0
79.6,1310,40,0,0,0,1145,991,318,2,0
80.1,1281,52,0,0,0,1147,999,309,2,0
80.6,1303,57,0,0,0,1135,1002,300,2,0
81.1,1301,55,0,0,0,1133,1011,291,2,0
81.6,1327,62,0,0,0,1124,993,312,2,0
82.1,1331,52,0,0,0,1117,973,329,2,0
82.6,1324,47,0,0,0,1125,981,324,2,0
83.1,1325,39,0,0,0,1143,980,327,2,0
83.6,1286,42,0,0,0,1119,981,329,2,0
84.1,1281,51,0,0,0,1124,982,320,2,0
84.6,1315,46,0,0,0,1141,993,313,2,0
85.1,1303,45,0,0,0,1159,996,308,2,0
85.6,1291,41,0,0,0,1117,979,328,2,0
86.1,1287,49,0,0,0,1092,971,334,2,0
86.6,1244,52,0,0,0,1094,971,333,2,0
87.1,1233,46,0,0,0,1133,990,314,2,0
87.6,1232,41,0,0,0,1130,993,313,2,0
88.1,1242,44,0,0,0,1117,970,333,2,0
88.6,1237,43,0,0,0,1140,994,316,2,0
89.1,1241,40,0,0,0,1146,1001,311,1,1
89.6,1223,43,0,0,0,1154,1004,306,2,0
90.1,1256,44,0,0,0,1162,990,318,2,0
90.6,1265,38,0,0,0,1173,1006,300,2,0
91.1,1298,60,0,0,0,1136,1008,299,2,0
91.6,1282,54,0,0,0,1133,1012,297,2,0
92.1,1302,38,0,0,0,1164,1014,300,2,0
92.6,1294,46,0,0,0,1142,998,313,2,0
93.1,1327,56,0,0,0,1102,995,320,2,0
93.6,1286,49,0,0,0,1108,999,314,2,0
94.1,1339,48,0,0,0,1123,995,312,2,0
94.6,1337,38,0,0,0,1135,991,320,2,0
95.1,1349,45,0,0,0,1119,989,320,2,0
95.6,1311,56,0,0,0,1135,1030,282,2,0
96.1,1310,54,0,0,0,1128,1008,303,2,0
96.6,1348,45,0,0,0,1147,1017,294,2,0
97.1,1309,54,0,0,0,1128,1009,298,2,0
97.6,1288,53,0,0,0,1142,1014,302,2,0
98.1,1303,42,0,0,0,1148,988,312,2,0
98.6,1277,53,0,0,0,1115,995,307,2,0
99.1,1295,47,0,0,0,1126,998,305,2,0
99.6,1278,54,0,0,0,1104,982,324,2,0
100.1,1292,45,0,0,0,1124,1005,308,2,0
100.6,1331,30,0,0,0,1139,991,323,2,0
101.1,1298,59,0,0,0,1121,998,314,2,0
101.6,1313,52,0,0,0,1144,1015,292,2,0
102.1,1321,56,0,0,0,1112,1010,304,2,0
102.6,1351,53,0,0,0,1139,1022,287,2,0
103.1,1338,62,0,0,0,1120,1014,294,2,0
103.6,1368,42,0,0,0,1102,967,348,2,0
104.1,1367,52,0,0,0,1119,1006,313,2,0
104.6,1348,47,0,0,0,1147,1022,301,2,0
105.1,1349,47,0,0,0,1121,1011,314,2,0
105.6,1323,56,0,0,0,1075,994,325,2,0
