time,PGL3,PGL3-mRNA,MEG3,MEG3-mRNA,MEG3p,mRNA,MEX5,MEX5-mRNA,Pgran,pre-Pgran
50,1779,54,51,2,32,1372,0,0,5,3
50.5,1779,52,44,3,31,1384,0,0,7,1
51,1832,57,49,0,28,1365,0,0,7,1
51.5,1816,53,48,1,26,1378,0,0,7,1
52,1797,56,52,1,23,1375,0,0,7,1
52.5,1772,69,49,5,19,1355,0,0,7,0
53,1809,62,51,2,26,1361,0,0,7,0
53.5,1806,54,49,1,43,1376,0,0,7,0
54,1770,52,48,6,35,1360,0,0,6,1
54.5,1798,60,50,3,36,1377,0,0,5,2
55,1769,53,40,5,39,1394,0,0,5,2
55.5,1806,43,52,3,29,1386,0,0,3,3
56,1767,51,52,3,35,1371,0,0,6,1
56.5,1770,51,46,0,42,1374,0,0,6,0
57,1799,56,40,5,37,1338,0,0,7,0
57.5,1788,63,45,0,35,1345,0,0,5,2
58,1824,55,49,1,33,1353,0,0,5,2
58.5,1820,55,49,2,36,1362,0,0,5,2
59,1816,47,47,3,34,1346,0,0,5,2
59.5,1781,53,49,0,31,1351,0,0,5,2
60,1790,58,43,0,38,1337,0,0,5,2
60.5,1821,63,43,1,33,1340,0,0,5,2
61,1834,40,42,4,37,1360,0,0,6,1
61.5,1869,54,44,1,35,1362,0,0,6,1
62,1860,55,40,5,34,1370,0,0,6,1
62.5,1850,62,42,1,32,1363,0,0,6,1
63,1895,43,44,3,30,1375,0,0,3,2
63.5,1882,52,37,7,30,1360,0,0,3,2
64,1875,50,48,0,29,1364,0,0,3,2
64.5,1859,64,46,0,26,1334,0,0,3,2
65,1869,53,43,2,30,1359,0,0,3,2
65.5,1833,55,44,0,33,1367,0,0,3,2
66,1849,65,45,1,34,1355,0,0,3,1
66.5,1881,45,46,5,31,1372,0,0,3,1
67,1862,58,46,4,35,1356,0,0,3,2
67.5,1850,63,55,1,25,1369,0,0,3,1
68,1890,47,51,0,27,1381,0,0,3,0
68.5,1885,57,47,2,24,1360,0,0,2,1
69,1862,49,48,0,26,1378,0,0,2,1
69.5,1883,57,41,6,30,1354,0,0,2,1
70,1878,58,49,2,24,1370,0,0,2,1
70.5,1865,72,47,5,28,1377,0,0,3,0
71,1878,61,48,1,38,1369,0,0,2,1
71.5,1890,52,41,2,31,1385,0,0,2,2
72,1909,57,41,2,36,1364,0,0,1,3
72.5,1908,52,44,3,40,1359,0,0,1,2
73,1893,55,38,5,42,1364,0,0,1,2
73.5,1886,62,35,5,39,1309,0,0,1,2
74,1902,59,47,2,39,1340,0,0,2,2
74.5,1921,61,32,5,38,1349,0,0,1,3
75,1921,61,38,1,34,1344,0,0,1,3
75.6,1919,53,45,2,30,1346,0,0,1,3
76.1,1909,57,45,2,34,1354,0,0,2,2
76.6,1932,55,35,4,37,1343,0,0,2,1
77.1,1927,65,40,1,32,1333,0,0,2,1
77.6,1960,63,38,4,33,1335,0,0,3,1
78.1,1976,52,44,4,31,1352,0,0,3,1
78.6,1988,53,46,1,29,1345,0,0,3,0
79.1,1955,65,42,4,33,1334,0,0,1,2
79.6,1933,59,47,0,31,1349,0,0,1,1
80.1,1948,55,45,0,29,1338,0,0,1,1
80.6,1916,62,42,2,25,1334,0,0,1,1
81.1,1910,56,39,3,30,1347,0,0,1,1
81.6,1880,75,35,8,28,1324,0,0,1,1
82.1,1913,54,34,4,27,1348,0,0,1,1
82.6,1913,55,40,2,18,1340,0,0,1,1
83.1,1916,46,39,2,24,1337,0,0,1,1
83.6,1910,58,39,1,26,1320,0,0,2,1
84.1,1916,45,38,2,26,1332,0,0,1,2
84.6,1922,45,38,1,32,1347,0,0,1,2
85.1,1913,50,37,1,29,1354,0,0,2,1
85.6,1921,51,43,1,29,1358,0,0,2,1
86.1,1893,57,39,5,28,1343,0,0,2,1
86.6,1889,54,38,3,27,1347,0,0,2,1
87.1,1880,64,36,2,25,1334,0,0,2,1
87.6,1903,55,37,3,23,1349,0,0,1,2
88.1,1906,62,46,1,24,1340,0,0,0,3
88.6,1907,60,41,1,26,1337,0,0,0,1
89.1,1940,50,35,3,28,1350,0,0,0,1
89.6,1933,52,34,1,25,1343,0,0,0,0
90.1,1898,63,33,2,24,1333,0,0,0,0
90.6,1938,61,37,2,29,1339,0,0,0,0
91.1,1954,61,31,3,35,1326,0,0,0,0
91.6,1959,64,30,3,32,1315,0,0,0,0
92.1,1925,49,31,0,34,1355,0,0,0,0
92.6,1929,51,32,4,29,1334,0,0,0,0
93.1,1950,57,33,4,32,1326,0,0,0,0
93.6,1943,58,41,2,32,1338,0,0,0,0
94.1,1935,57,38,4,36,1338,0,0,0,0
94.6,1980,55,39,5,37,1365,0,0,0,0
95.1,1964,61,39,4,29,1356,0,0,0,1
95.6,2016,55,34,1,35,1353,0,0,1,0
96.1,2005,64,28,3,34,1332,0,0,1,0
96.6,2002,49,35,4,29,1343,0,0,0,1
97.1,2011,57,44,2,30,1333,0,0,0,1
97.6,1972,58,46,1,28,1296,0,0,1,0
98.1,1986,59,42,2,29,1311,0,0,1,0
98.6,1966,68,40,1,30,1299,0,0,1,0
99.1,1974,69,34,3,37,1314,0,0,1,0
99.6,1942,60,37,3,39,1321,0,0,1,0
100.1,1944,62,40,1,34,1326,0,0,1,0
100.6,1975,54,41,3,34,1334,0,0,1,0
101.1,1995,51,38,3,30,1324,0,0,1,0
101.6,1974,64,36,2,36,1320,0,0,1,0
102.1,2011,74,41,5,29,1287,0,0,1,0
102.6,2004,63,44,2,30,1332,0,0,1,0
103.1,2006,53,47,5,30,1331,0,0,1,0
103.6,1999,76,44,2,30,1304,0,0,1,0
104.1,2002,65,42,0,28,1332,0,0,1,0
104.6,2000,65,40,3,31,1347,0,0,1,0
105.1,2014,62,40,1,37,1342,0,0,0,1
105.6,2038,59,45,3,34,1339,0,0,0,1
106.1,2004,48,43,3,36,1344,0,0,1,1
106.6,1952,65,46,5,28,1343,0,0,1,0
107.1,1993,51,44,3,32,1345,0,0,1,0
107.6,1993,42,44,3,36,1360,0,0,1,0
108.1,1964,62,42,6,32,1345,0,0,1,0
108.6,1977,52,46,5,30,1364,0,0,1,0
109.1,1988,48,46,7,32,1364,0,0,1,0
109.6,1976,61,39,5,31,1370,0,0,1,0
110.1,1990,70,40,3,37,1355,0,0,1,0
110.6,1980,73,43,6,35,1344,0,0,1,0
111.1,2008,64,47,3,33,1353,0,0,1,0
111.6,1983,64,50,4,28,1367,0,0,1,0
112.1,1980,48,46,6,24,1393,0,0,1,0
112.6,2009,53,50,2,29,1392,0,0,1,0
113.1,2018,56,39,3,34,1398,0,0,1,0
