time,PGL3,PGL3-mRNA,MEG3,MEG3-mRNA,MEG3p,mRNA,MEX5,MEX5-mRNA,Pgran,pre-Pgran
50,1257,44,0,0,0,1027,1865,510,2,0
50.5,1286,33,0,0,0,1019,1870,512,2,0
51,1263,44,0,0,0,1031,1870,514,2,0
51.5,1268,44,0,0,0,1027,1859,516,2,0
52,1279,50,0,0,0,1013,1846,520,2,0
52.5,1289,50,0,0,0,1001,1797,567,3,0
53,1295,42,0,0,0,1049,1857,509,3,0
53.5,1314,36,0,0,0,1034,1849,514,3,0
54,1315,42,0,0,0,1053,1871,489,3,0
54.5,1317,49,0,0,0,1028,1871,496,2,0
55,1266,50,0,0,0,1043,1890,478,3,0
55.5,1298,37,0,0,0,1002,1849,518,3,0
56,1263,44,0,0,0,1039,1882,487,3,0
56.5,1263,45,0,0,0,1034,1890,487,3,0
57,1259,32,0,0,0,1018,1881,492,3,0
57.5,1253,28,0,0,0,1033,1892,480,3,0
58,1225,35,0,0,0,1021,1888,481,2,0
58.5,1246,39,0,0,0,1009,1875,488,2,0
59,1247,44,0,0,0,997,1850,515,2,0
59.5,1245,39,0,0,0,1008,1839,517,2,0
60,1258,41,0,0,0,1017,1858,496,3,0
60.5,1265,43,0,0,0,966,1837,521,2,0
61,1258,49,0,0,0,957,1836,524,2,0
61.5,1266,42,0,0,0,970,1837,527,3,0
62,1279,35,0,0,0,989,1846,516,3,0
62.5,1294,37,0,0,0,999,1860,508,3,0
63,1299,44,0,0,0,960,1840,519,3,0
63.5,1292,30,0,0,0,978,1844,521,3,0
64,1297,43,0,0,0,989,1860,509,3,0
64.5,1282,47,0,0,0,1005,1874,498,3,0
65,1318,40,0,0,0,1028,1897,477,3,0
65.5,1317,43,0,0,0,1002,1868,504,3,0
66,1323,40,0,0,0,1018,1884,487,3,0
66.5,1282,54,0,0,0,983,1860,515,3,0
67,1274,55,0,0,0,1002,1884,484,3,0
67.5,1304,43,0,0,0,995,1879,490,3,0
68,1317,45,0,0,0,983,1871,499,2,0
68.5,1290,45,0,0,0,1021,1883,481,0,2
69,1281,45,0,0,0,1051,1907,465,1,1
69.5,1313,45,0,0,0,1014,1880,495,2,0
70,1293,46,0,0,0,992,1858,521,2,0
70.5,1317,31,0,0,0,1027,1888,492,2,0
71,1291,59,0,0,0,995,1883,504,2,0
71.5,1272,37,0,0,0,1020,1875,510,2,0
72,1263,54,0,0,0,1000,1868,517,2,0
72.5,1307,42,0,0,0,1019,1866,518,2,0
73,1307,46,0,0,0,1029,1887,499,2,0
73.5,1297,37,0,0,0,991,1856,532,1,1
74,1307,29,0,0,0,1014,1850,524,2,0
74.5,1349,30,0,0,0,997,1850,522,2,0
75,1319,37,0,0,0,1010,1858,511,1,1
75.6,1306,44,0,0,0,1024,1862,507,2,0
76.1,1286,55,0,0,0,998,1868,499,2,0
76.6,1325,40,0,0,0,1000,1852,512,2,0
77.1,1354,35,0,0,0,1005,1851,513,2,0
77.6,1323,46,0,0,0,1031,1877,489,2,0
78.1,1310,27,0,0,0,1030,1835,523,2,0
78.6,1278,55,0,0,0,1006,1859,502,2,0
79.1,1269,36,0,0,0,1018,1859,509,2,0
79.6,1260,49,0,0,0,1001,1865,503,2,0
80.1,1294,42,0,0,0,1023,1877,489,2,0
80.6,1286,46,0,0,0,1032,1869,501,2,0
81.1,1313,36,0,0,0,1003,1841,525,2,0
81.6,1304,46,0,0,0,992,1850,513,2,0
82.1,1320,44,0,0,0,988,1826,537,2,0
82.6,1327,48,0,0,0,1004,1848,511,3,0
83.1,1359,55,0,0,0,1050,1882,479,3,0
83.6,1358,40,0,0,0,1055,1879,482,3,0
84.1,1305,48,0,0,0,1051,1885,471,3,0
84.6,1312,40,0,0,0,1039,1867,493,3,0
85.1,1317,61,0,0,0,1010,1867,498,3,0
85.6,1339,38,0,0,0,1037,1871,497,3,0
86.1,1355,45,0,0,0,1021,1853,514,3,0
86.6,1355,44,0,0,0,1001,1845,524,3,0
87.1,1341,49,0,0,0,1037,1876,499,3,0
87.6,1317,49,0,0,0,1000,1851,524,3,0
88.1,1320,47,0,0,0,1055,1879,495,3,0
88.6,1296,49,0,0,0,1048,1861,510,3,0
89.1,1332,42,0,0,0,1050,1871,498,3,0
89.6,1329,51,0,0,0,1027,1846,528,3,0
90.1,1326,46,0,0,0,1006,1826,544,3,0
90.6,1341,43,0,0,0,1044,1855,517,3,0
91.1,1335,59,0,0,0,987,1812,560,3,0
91.6,1369,41,0,0,0,1017,1842,526,3,0
92.1,1363,37,0,0,0,1044,1874,492,3,0
92.6,1360,47,0,0,0,1034,1854,514,3,0
93.1,1366,46,0,0,0,1016,1836,538,3,0
93.6,1331,45,0,0,0,1042,1871,502,3,0
94.1,1350,43,0,0,0,1067,1892,481,3,0
94.6,1360,44,0,0,0,1050,1884,500,3,0
95.1,1373,52,0,0,0,1037,1875,504,3,0
95.6,1336,46,0,0,0,1012,1839,537,2,1
96.1,1348,48,0,0,0,1052,1873,488,3,0
96.6,1369,52,0,0,0,1004,1847,518,3,0
97.1,1372,44,0,0,0,1034,1860,511,3,0
97.6,1374,51,0,0,0,1043,1876,501,3,0
98.1,1392,39,0,0,0,1024,1877,500,3,0
98.6,1365,49,0,0,0,1031,1893,483,3,0
99.1,1349,50,0,0,0,1034,1888,485,3,0
99.6,1368,49,0,0,0,1021,1861,519,3,0
100.1,1378,49,0,0,0,1025,1874,508,3,0
100.6,1388,39,0,0,0,1009,1860,522,3,0
101.1,1378,39,0,0,0,1003,1849,537,3,0
101.6,1382,51,0,0,0,944,1815,563,3,0
102.1,1374,38,0,0,0,1010,1852,523,2,1
102.6,1383,40,0,0,0,1030,1865,505,2,0
103.1,1345,40,0,0,0,1044,1888,483,2,0
103.6,1398,37,0,0,0,1033,1873,502,2,0
104.1,1330,51,0,0,0,1003,1855,519,3,0
104.6,1339,47,0,0,0,970,1845,533,3,0
105.1,1352,41,0,0,0,1000,1869,507,3,0
105.6,1357,45,0,0,0,1005,1873,495,3,0
106.1,1371,29,0,0,0,1008,1869,489,3,0
106.6,1356,40,0,0,0,1000,1860,504,3,0
107.1,1391,46,0,0,0,999,1885,477,3,0
107.6,1405,42,0,0,0,972,1847,511,3,0
108.1,1393,48,0,0,0,979,1844,516,3,0
108.6,1372,41,0,0,0,997,1862,496,3,0
109.1,1345,38,0,0,0,991,1837,525,3,0
109.6,1346,41,0,0,0,972,1842,519,3,0
110.1,1351,40,0,0,0,964,1816,541,3,0
110.6,1343,40,0,0,0,1007,1840,518,3,0
111.1,1365,34,0,0,0,1002,1816,540,3,0
111.6,1363,40,0,0,0,999,1834,515,3,0
112.1,1373,44,0,0,0,1002,1831,520,3,0
112.6,1354,46,0,0,0,1001,1835,515,3,0
113.1,1366,51,0,0,0,1029,1859,487,3,0
113.6,1319,40,0,0,0,1007,1836,512,3,0
114.1,1291,40,0,0,0,1006,1838,507,3,0
114.6,1346,31,0,0,0,1037,1842,501,3,0
115.1,1336,49,0,0,0,1059,1867,477,3,0
115.6,1330,43,0,0,0,1029,1841,505,3,0
116.1,1317,62,0,0,0,1027,1860,490,3,0
116.6,1347,46,0,0,0,1025,1841,509,3,0
117.1,1296,42,0,0,0,1038,1856,491,3,0
117.6,1331,41,0,0,0,1025,1843,511,3,0
118.1,1331,41,0,0,0,1004,1834,519,3,0
118.6,1342,40,0,0,0,1007,1826,536,3,0
119.1,1322,49,0,0,0,1025,1851,508,3,0
119.6,1323,41,0,0,0,1061,1880,477,3,0
120.1,1359,39,0,0,0,1049,1880,476,3,0
120.6,1359,44,0,0,0,1033,1857,499,3,0
121.1,1357,45,0,0,0,1023,1839,508,3,0
121.6,1366,45,0,0,0,1049,1847,499,3,0
122.1,1349,44,0,0,0,1022,1826,522,3,0
122.6,1376,39,0,0,0,1021,1831,519,3,0
123.1,1374,38,0,0,0,1023,1830,525,3,0
123.6,1360,52,0,0,0,1014,1857,498,3,0
124.1,1394,44,0,0,0,1057,1889,466,3,0
124.6,1406,44,0,0,0,1032,1870,488,3,0
125.1,1364,48,0,0,0,997,1846,508,3,0
125.6,1399,29,0,0,0,1021,1857,489,3,0
126.1,1351,42,0,0,0,1029,1866,484,3,0
126.6,1375,55,0,0,0,1006,1859,491,3,0
127.1,1370,55,0,0,0,989,1857,489,3,0
127.6,1340,40,0,0,0,1011,1844,506,3,0
128.1,1339,49,0,0,0,993,1835,511,3,0
128.6,1352,45,0,0,0,1017,1860,479,3,0
129.1,1329,58,0,0,0,981,1818,507,3,0
129.6,1325,48,0,0,0,1005,1827,504,3,0
130.1,1322,46,0,0,0,997,1842,487,3,0
130.6,1340,40,0,0,0,1019,1841,487,3,0
131.1,1296,45,0,0,0,1019,1836,485,3,0
