time,PGL3,PGL3-mRNA,MEG3,MEG3-mRNA,MEG3p,mRNA,MEX5,MEX5-mRNA,Pgran,pre-Pgran
50,36,1,65,2,34,1115,957,316,3,0
50.5,35,1,61,3,32,1108,965,310,3,0
51,37,4,61,3,50,1131,985,292,3,0
51.5,35,1,53,6,50,1112,972,308,3,0
52,34,0,60,2,56,1110,979,305,3,0
52.5,33,1,61,4,49,1112,992,292,3,0
53,34,0,65,2,48,1131,998,286,3,0
53.5,30,0,60,4,46,1095,974,312,3,0
54,32,0,57,5,44,1098,983,303,3,0
54.5,30,2,57,1,39,1095,996,291,3,0
55,30,0,58,2,37,1091,1000,284,3,0
55.5,29,0,52,4,38,1076,980,301,3,0
56,31,0,55,4,40,1091,989,294,3,0
56.5,33,1,62,2,32,1122,997,286,3,0
57,31,1,47,2,39,1078,962,320,2,1
57.5,32,2,49,4,50,1106,991,293,3,0
58,32,1,43,1,51,1111,1004,279,3,0
58.5,37,3,51,1,47,1076,975,311,3,0
59,35,0,47,1,49,1086,987,304,3,1
59.5,41,0,52,1,44,1101,989,304,2,0
60,38,2,51,2,44,1114,994,289,3,0
60.5,36,2,54,5,41,1093,988,297,2,1
61,42,1,54,6,36,1093,994,295,2,0
61.5,44,1,57,1,40,1095,983,307,2,0
62,43,1,55,4,38,1090,962,325,2,0
62.5,44,3,53,1,42,1074,973,317,2,0
63,46,2,57,4,46,1103,990,302,2,0
63.5,52,0,53,3,47,1093,1006,286,2,0
64,44,3,44,6,46,1084,1003,288,2,1
64.5,48,1,42,1,46,1063,972,320,2,1
65,45,3,38,2,44,1077,973,317,2,1
65.5,48,1,46,4,40,1063,957,331,2,0
66,52,0,44,3,42,1087,983,305,2,0
66.5,46,2,44,2,40,1044,947,343,1,1
67,49,1,39,6,42,1072,984,310,1,0
67.5,53,0,47,4,37,1080,1010,279,1,0
68,54,1,40,3,37,1073,998,287,1,2
68.5,48,3,35,2,41,1052,974,314,1,2
69,50,4,36,1,33,1053,973,312,1,2
69.5,52,2,41,0,38,1074,987,299,1,2
70,54,2,47,2,27,1084,1002,290,1,2
70.5,55,3,38,4,26,1036,969,322,1,2
71,52,2,46,1,34,1074,994,296,1,2
71.5,52,2,41,2,30,1061,986,306,1,2
72,51,3,37,2,34,1072,982,309,1,2
72.5,48,3,31,3,37,1078,992,301,1,2
73,48,1,37,2,36,1070,987,309,1,2
73.5,52,0,36,3,39,1081,992,299,1,2
74,55,1,36,2,43,1099,1007,285,1,1
74.5,52,0,40,1,38,1096,994,298,1,1
75,49,0,38,3,39,1137,1022,270,1,1
75.6,41,0,41,4,36,1071,986,303,2,1
76.1,47,1,51,1,39,1062,963,331,3,1
76.6,51,2,46,1,31,1078,986,309,3,0
77.1,51,1,44,2,37,1100,1008,287,3,0
77.6,53,1,44,5,34,1093,1003,286,3,0
78.1,55,0,40,0,38,1107,994,297,3,0
78.6,43,1,49,1,40,1100,986,308,3,0
79.1,50,2,50,5,40,1103,999,295,2,1
79.6,51,1,48,3,39,1079,990,313,2,1
80.1,47,3,39,1,42,1101,999,303,2,1
80.6,46,2,43,1,39,1127,1003,305,2,1
81.1,49,1,38,4,40,1107,1018,294,2,1
81.6,41,1,37,5,43,1113,1001,314,2,0
82.1,35,0,44,5,40,1095,1003,306,1,1
82.6,42,2,40,3,38,1111,1016,294,2,0
83.1,43,2,43,0,45,1127,1041,272,2,0
83.6,45,3,38,2,55,1108,1035,283,2,0
84.1,38,0,47,1,45,1127,1029,285,2,0
84.6,42,1,41,2,41,1100,1007,304,2,0
85.1,43,0,42,4,43,1116,1006,304,2,1
85.6,44,0,41,5,44,1130,1034,280,1,2
86.1,48,3,53,1,42,1101,1022,292,1,2
86.6,48,1,44,3,37,1097,1014,301,1,2
87.1,47,2,48,5,40,1073,993,324,2,0
87.6,42,2,50,1,36,1110,1027,292,2,1
88.1,43,1,48,2,40,1114,1041,278,3,0
