time,PGL3,PGL3-mRNA,MEG3,MEG3-mRNA,MEG3p,mRNA,MEX5,MEX5-mRNA,Pgran,pre-Pgran
50,50,1,40,1,40,1110,995,323,5,3
50.5,51,1,41,5,35,1112,1012,312,4,2
51,48,1,43,2,35,1134,1023,299,4,2
51.5,50,2,45,1,36,1147,1015,311,5,2
52,56,1,40,1,35,1153,1041,290,5,1
52.5,48,0,47,2,33,1113,1010,322,6,1
53,57,0,49,3,32,1100,1009,324,4,3
53.5,55,1,45,1,28,1125,1020,309,5,3
54,54,0,49,3,32,1130,1030,297,4,4
54.5,54,1,52,2,31,1105,998,326,3,5
55,56,1,42,5,29,1097,1002,321,5,2
55.5,55,1,41,4,34,1116,1026,302,5,1
56,53,2,47,0,35,1111,1002,330,5,1
56.5,54,0,45,2,31,1092,1008,328,3,3
57,50,0,40,2,32,1104,1027,308,4,2
57.5,54,1,43,1,35,1092,1019,320,5,1
58,61,0,33,3,35,1094,1025,313,6,0
58.5,61,2,38,3,37,1106,1038,298,4,1
59,63,0,41,3,31,1118,1042,297,4,2
59.5,61,0,44,1,35,1137,1047,287,5,1
60,56,4,38,3,38,1142,1037,292,5,0
60.5,60,3,39,1,37,1101,999,337,4,0
61,59,1,42,1,39,1124,1015,323,4,0
61.5,60,0,45,0,39,1102,999,337,4,0
62,59,3,40,2,38,1132,1031,304,3,1
62.5,61,4,51,1,36,1125,1030,314,4,0
63,58,1,38,2,38,1122,1020,321,4,0
63.5,56,0,45,4,38,1118,1016,321,3,1
64,53,0,44,3,35,1123,1008,330,3,1
64.5,54,1,53,0,34,1130,1021,315,3,2
65,52,1,49,4,31,1125,1023,313,4,1
65.5,56,2,52,2,34,1150,1035,296,3,2
66,62,0,52,7,32,1126,1007,323,3,2
66.5,54,2,55,1,32,1086,1012,318,3,2
67,54,1,48,1,37,1100,1008,320,2,4
67.5,58,0,43,4,42,1082,991,340,2,4
68,58,2,54,1,44,1083,1008,323,2,4
68.5,56,3,50,3,43,1116,1022,310,4,1
69,58,1,55,2,37,1086,1005,327,4,1
69.5,56,1,51,3,32,1101,1007,337,5,0
70,50,1,47,3,41,1103,1018,322,5,0
70.5,57,1,55,3,36,1102,1020,324,4,1
71,55,1,49,4,44,1095,1017,329,5,0
71.5,54,0,56,1,40,1103,1030,317,5,0
72,53,0,53,3,40,1107,1034,313,4,1
72.5,52,4,54,6,41,1123,1054,292,2,3
73,59,0,63,1,35,1106,1027,316,2,4
73.5,60,0,56,4,35,1113,1050,294,3,3
74,62,1,60,4,33,1091,1033,316,3,1
74.5,58,1,61,6,33,1079,1013,335,3,1
75,64,0,59,3,28,1122,1030,322,3,1
75.6,53,1,48,1,37,1111,1045,301,3,1
76.1,47,3,55,0,37,1115,1034,317,3,1
76.6,53,0,48,2,39,1111,1038,316,2,2
