time,PGL3,PGL3-mRNA,MEG3,MEG3-mRNA,MEG3p,mRNA,MEX5,MEX5-mRNA,Pgran,pre-Pgran
50,1678,56,40,3,28,1390,0,0,4,2
50.5,1664,51,39,3,37,1404,0,0,5,0
51,1688,60,37,4,32,1384,0,0,5,0
51.5,1712,60,44,5,41,1383,0,0,5,0
52,1695,55,42,3,38,1368,0,0,4,1
52.5,1691,61,44,4,39,1384,0,0,2,3
53,1654,49,50,3,35,1405,0,0,2,2
53.5,1663,48,41,2,32,1390,0,0,2,4
54,1646,71,51,0,31,1391,0,0,3,3
54.5,1676,55,52,5,29,1389,0,0,4,2
55,1692,56,50,6,29,1373,0,0,3,3
55.5,1680,47,51,2,27,1361,0,0,3,2
56,1713,62,49,4,27,1361,0,0,4,2
56.5,1751,59,43,5,30,1342,0,0,4,0
57,1760,54,47,2,32,1328,0,0,4,0
57.5,1731,58,47,1,32,1352,0,0,3,1
58,1728,47,42,2,32,1353,0,0,3,0
58.5,1720,67,43,4,27,1363,0,0,4,0
59,1727,53,53,2,30,1364,0,0,5,0
59.5,1740,55,53,1,30,1351,0,0,5,0
60,1783,49,46,6,32,1370,0,0,3,1
60.5,1755,57,49,3,32,1393,0,0,4,1
61,1748,55,44,2,36,1370,0,0,4,0
61.5,1786,52,46,4,34,1371,0,0,4,0
62,1811,50,47,2,31,1370,0,0,3,1
62.5,1791,61,48,3,27,1372,0,0,2,2
63,1788,59,44,1,30,1390,0,0,2,2
63.5,1796,54,40,5,35,1391,0,0,2,2
64,1797,55,47,6,30,1390,0,0,2,1
64.5,1771,57,44,3,34,1374,0,0,2,1
65,1767,46,40,2,35,1384,0,0,2,1
65.5,1796,48,40,3,37,1369,0,0,2,1
66,1777,50,42,1,30,1391,0,0,2,1
66.5,1771,62,44,2,31,1371,0,0,2,0
67,1789,56,52,0,26,1362,0,0,2,0
67.5,1752,61,42,2,33,1375,0,0,1,1
68,1763,56,39,1,29,1378,0,0,2,1
68.5,1792,55,37,6,31,1375,0,0,2,0
69,1821,57,35,0,32,1378,0,0,2,0
69.5,1822,52,27,3,37,1380,0,0,2,0
70,1834,51,37,1,34,1396,0,0,2,0
70.5,1831,57,43,2,29,1375,0,0,2,0
71,1842,51,38,2,30,1399,0,0,2,1
71.5,1834,52,35,4,24,1387,0,0,3,0
72,1857,45,41,1,24,1384,0,0,3,0
72.5,1855,54,36,4,24,1370,0,0,3,0
73,1830,59,42,0,21,1374,0,0,3,0
73.5,1819,56,34,2,22,1384,0,0,3,0
74,1832,51,39,1,28,1399,0,0,3,0
74.5,1807,62,38,2,24,1383,0,0,3,1
75,1798,56,35,4,29,1378,0,0,3,0
75.6,1840,51,37,5,31,1379,0,0,2,1
76.1,1875,50,40,4,29,1391,0,0,2,1
76.6,1870,68,37,3,28,1375,0,0,2,1
77.1,1849,60,41,1,26,1380,0,0,2,1
77.6,1846,65,40,3,23,1363,0,0,2,1
78.1,1840,50,41,1,25,1372,0,0,2,1
78.6,1888,60,43,4,24,1364,0,0,2,1
79.1,1852,53,40,1,26,1390,0,0,2,1
79.6,1811,57,40,3,21,1377,0,0,2,1
80.1,1852,54,41,5,20,1391,0,0,2,1
80.6,1864,47,40,2,25,1388,0,0,2,2
81.1,1845,48,34,2,26,1386,0,0,2,2
81.6,1884,54,41,1,24,1376,0,0,2,2
82.1,1858,42,33,3,26,1387,0,0,2,2
82.6,1854,43,38,2,24,1401,0,0,2,2
83.1,1849,60,40,3,18,1366,0,0,2,2
83.6,1886,64,34,3,21,1371,0,0,1,3
84.1,1899,65,37,1,20,1388,0,0,1,2
84.6,1870,53,37,2,23,1402,0,0,2,1
85.1,1909,48,41,1,24,1395,0,0,2,1
85.6,1915,58,41,1,27,1387,0,0,2,1
86.1,1932,44,44,1,25,1402,0,0,2,1
86.6,1891,72,41,3,24,1384,0,0,2,0
87.1,1896,66,40,4,27,1402,0,0,2,0
87.6,1928,54,36,0,26,1453,0,0,2,0
88.1,1903,44,35,1,28,1432,0,0,1,1
88.6,1873,63,30,2,28,1412,0,0,1,1
89.1,1922,59,32,3,25,1410,0,0,1,1
89.6,1908,62,28,3,31,1399,0,0,1,1
90.1,1886,69,31,1,31,1398,0,0,1,1
90.6,1879,50,37,2,25,1405,0,0,1,1
91.1,1851,59,30,4,23,1379,0,0,1,1
91.6,1858,57,33,0,27,1390,0,0,1,1
92.1,1879,39,39,2,20,1435,0,0,1,1
92.6,1861,66,37,2,20,1390,0,0,2,0
93.1,1895,51,38,1,25,1398,0,0,2,0
93.6,1868,58,33,2,30,1396,0,0,1,1
94.1,1883,60,36,3,28,1396,0,0,1,1
