time,PGL3,PGL3-mRNA,MEG3,MEG3-mRNA,MEG3p,mRNA,MEX5,MEX5-mRNA,Pgran,pre-Pgran
50,1263,42,0,0,0,1190,1012,337,0,0
50.5,1245,58,0,0,0,1191,1026,323,0,0
51,1272,31,0,0,0,1194,1011,332,0,0
51.5,1264,48,0,0,0,1154,1001,347,0,0
52,1255,41,0,0,0,1170,1012,333,0,0
52.5,1265,56,0,0,0,1203,1039,310,0,0
53,1267,48,0,0,0,1172,1030,315,0,0
53.5,1265,56,0,0,0,1165,1029,317,0,0
54,1268,48,0,0,0,1145,1009,338,0,0
54.5,1299,44,0,0,0,1196,1029,323,0,0
55,1285,46,0,0,0,1200,1051,301,0,0
55.5,1249,63,0,0,0,1193,1050,298,0,0
56,1293,46,0,0,0,1222,1036,320,0,0
56.5,1281,50,0,0,0,1168,1020,341,0,0
57,1269,51,0,0,0,1155,1020,341,0,0
57.5,1277,44,0,0,0,1195,1043,317,0,0
58,1246,57,0,0,0,1180,1027,327,0,0
58.5,1291,44,0,0,0,1212,1042,320,0,0
59,1268,56,0,0,0,1160,1010,353,1,0
59.5,1271,59,0,0,0,1165,1029,331,1,0
60,1257,49,0,0,0,1168,1022,333,1,0
60.5,1256,48,0,0,0,1173,1016,338,0,1
61,1279,32,0,0,0,1196,1019,341,1,0
61.5,1257,46,0,0,0,1184,1019,335,1,0
62,1265,54,0,0,0,1164,1017,342,1,0
62.5,1253,49,0,0,0,1165,1012,344,1,0
63,1275,51,0,0,0,1171,1014,347,1,0
63.5,1303,60,0,0,0,1163,1014,340,1,0
64,1335,41,0,0,0,1190,1021,337,1,0
64.5,1329,56,0,0,0,1157,1017,343,1,0
65,1307,47,0,0,0,1170,1034,327,1,0
65.5,1296,44,0,0,0,1169,1000,357,1,0
66,1300,58,0,0,0,1161,1031,322,1,0
66.5,1293,56,0,0,0,1143,1023,327,1,0
67,1298,46,0,0,0,1177,1015,335,1,0
67.5,1299,39,0,0,0,1185,1020,330,1,0
68,1266,58,0,0,0,1158,1022,327,1,0
68.5,1250,53,0,0,0,1157,1004,337,1,0
69,1265,58,0,0,0,1167,1014,329,1,0
