time,PGL3,PGL3-mRNA,MEG3,MEG3-mRNA,MEG3p,mRNA,MEX5,MEX5-mRNA,Pgran,pre-Pgran
50,41,0,62,3,39,1099,1028,283,2,2
50.5,44,1,49,7,42,1073,1010,310,3,1
51,43,1,51,4,36,1085,1013,307,3,2
51.5,42,1,54,4,32,1101,1031,287,3,2
52,43,0,48,3,35,1084,1034,287,4,1
52.5,46,1,56,0,41,1060,1016,303,4,1
53,46,1,51,3,38,1056,1025,294,4,1
53.5,44,0,51,2,41,1057,1028,292,5,0
54,47,0,50,5,36,1026,1012,313,5,0
54.5,46,2,56,1,33,1063,1029,300,5,0
55,49,0,51,2,40,1075,1027,301,5,0
55.5,49,1,48,1,37,1057,1012,309,5,0
56,46,0,47,1,38,1088,1034,291,5,0
56.5,52,0,48,1,40,1093,1037,286,5,1
57,53,1,45,6,41,1070,1020,305,3,3
57.5,51,2,52,3,36,1076,1021,304,3,2
58,52,1,51,3,36,1125,1048,275,3,1
58.5,49,1,56,2,35,1086,1013,314,3,1
59,47,0,59,3,37,1071,992,332,3,2
59.5,47,1,55,5,43,1103,1024,304,3,1
60,48,1,57,1,41,1089,1029,300,5,0
60.5,51,2,56,3,39,1063,1025,306,5,0
61,51,1,64,3,34,1048,1022,298,5,0
61.5,51,1,60,1,28,1081,1036,290,4,1
62,57,2,59,8,32,1082,1036,291,3,1
62.5,58,3,65,5,30,1051,1003,323,3,1
63,54,2,67,3,35,1056,1016,313,3,1
63.5,64,1,68,1,30,1075,1027,304,5,0
64,60,0,53,1,42,1079,1033,299,5,0
64.5,59,0,51,2,40,1072,1022,308,5,0
65,55,4,51,1,40,1056,1016,312,5,0
65.5,61,2,58,0,43,1084,1036,287,4,1
66,62,2,50,3,47,1074,1022,302,4,1
66.5,63,1,43,3,51,1095,1051,277,2,4
67,62,1,49,3,48,1080,1049,279,3,4
67.5,61,2,48,3,51,1075,1050,283,3,4
68,52,2,51,0,50,1039,1028,307,4,3
68.5,58,1,50,2,43,1074,1039,292,4,1
69,63,0,54,0,44,1078,1051,273,3,2
69.5,55,2,52,5,41,1039,1013,312,3,2
70,56,2,57,4,46,1061,1032,297,3,3
70.5,60,1,55,3,48,1066,1024,305,4,1
71,55,1,55,2,44,1062,1018,305,4,1
71.5,53,2,65,1,36,1056,1005,320,3,1
72,51,0,64,3,36,1058,1015,321,3,1
72.5,51,0,57,6,40,1098,1039,293,2,2
73,54,1,54,5,37,1084,1026,307,3,1
73.5,53,2,57,4,40,1101,1037,299,3,1
74,50,1,50,2,41,1108,1029,302,4,1
74.5,47,0,49,0,47,1102,1029,296,4,2
75,53,3,46,3,45,1090,1025,301,4,2
75.6,58,0,47,2,46,1070,1020,308,5,1
76.1,52,1,49,3,47,1065,1030,296,5,1
76.6,47,3,58,6,48,1054,1013,317,4,2
77.1,51,0,68,2,33,1069,1028,309,5,2
77.6,51,1,61,2,37,1077,1030,302,5,2
78.1,56,2,59,0,34,1075,1035,298,6,1
78.6,57,0,54,1,39,1086,1050,286,7,0
79.1,54,0,46,3,46,1077,1024,313,7,0
79.6,52,0,56,1,39,1083,1037,305,7,0
80.1,57,0,59,2,33,1078,1034,305,6,1
80.6,48,2,60,2,31,1067,1038,308,6,1
81.1,47,1,60,1,32,1081,1055,289,6,1
81.6,50,1,62,2,37,1044,1042,303,5,3
82.1,50,1,68,0,29,1047,1045,298,6,2
82.6,55,1,62,3,31,1057,1049,297,6,1
83.1,44,2,57,3,26,1065,1045,295,6,1
