time,PGL3,PGL3-mRNA,MEG3,MEG3-mRNA,MEG3p,mRNA,MEX5,MEX5-mRNA,Pgran,pre-Pgran
50,1723,33,44,1,43,1112,1036,299,6,1
50.5,1730,41,52,2,45,1113,1036,302,7,0
51,1727,42,49,4,46,1099,1019,307,7,0
51.5,1726,41,33,2,47,1063,989,338,7,0
52,1718,39,41,1,46,1111,1030,298,7,0
52.5,1695,43,47,1,44,1102,1033,298,7,0
53,1693,47,39,2,40,1098,1035,295,7,0
53.5,1720,39,38,3,41,1093,1032,302,7,0
54,1743,36,46,3,43,1102,1026,309,6,1
54.5,1741,37,45,3,42,1099,1037,301,7,0
55,1727,32,48,1,42,1100,1019,320,7,0
55.5,1743,35,43,1,52,1079,1025,317,5,2
56,1746,39,48,5,42,1077,1042,302,6,1
56.5,1737,38,51,1,42,1080,1033,310,6,1
57,1711,46,49,1,35,1091,1040,304,6,1
57.5,1691,38,56,1,34,1114,1055,294,4,4
58,1685,34,52,5,39,1117,1065,287,3,6
58.5,1745,40,55,2,34,1076,1034,318,2,6
59,1748,38,55,6,36,1073,1036,313,3,4
59.5,1744,32,50,2,38,1109,1056,295,3,4
60,1723,37,52,3,38,1103,1055,298,6,2
60.5,1731,35,49,2,49,1078,1042,314,5,3
61,1728,36,46,3,49,1122,1070,283,6,2
61.5,1728,30,50,2,45,1093,1031,323,7,1
62,1714,45,47,2,44,1088,1043,311,7,0
62.5,1704,36,48,1,41,1057,1016,331,5,0
63,1761,39,47,2,51,1093,1039,309,4,1
63.5,1743,38,47,2,42,1086,1037,310,4,2
64,1749,30,52,1,39,1113,1057,292,4,2
64.5,1714,37,47,3,40,1070,1036,307,4,2
65,1704,33,48,3,41,1088,1042,294,4,3
65.5,1700,30,45,4,43,1099,1060,274,4,3
66,1703,31,44,1,44,1086,1037,302,5,2
66.5,1720,43,39,2,47,1107,1052,279,5,1
67,1740,40,38,3,50,1088,1029,303,4,2
67.5,1724,39,45,2,43,1090,1043,293,5,1
68,1701,37,46,3,43,1090,1048,293,5,1
68.5,1713,40,40,4,42,1100,1055,283,5,1
69,1724,47,43,3,52,1066,1037,297,5,1
69.5,1759,35,45,2,41,1097,1033,311,6,0
