time,PGL3,PGL3-mRNA,MEG3,MEG3-mRNA,MEG3p,mRNA,MEX5,MEX5-mRNA,Pgran,pre-Pgran
50,1709,54,53,7,42,1086,1021,286,8,2
50.5,1750,39,52,3,42,1096,996,307,7,5
51,1727,45,56,2,47,1107,1007,295,6,6
51.5,1772,33,55,2,42,1105,986,327,6,5
52,1783,36,54,1,49,1088,984,324,7,5
52.5,1797,40,50,1,45,1102,1002,304,9,2
53,1825,40,55,3,43,1086,996,314,9,2
53.5,1797,56,60,2,47,1074,986,322,9,3
54,1820,35,53,2,56,1119,1010,303,8,3
54.5,1791,45,54,1,48,1106,998,322,10,1
55,1770,45,59,2,48,1116,1019,301,11,0
55.5,1771,42,55,3,48,1078,985,336,11,0
56,1765,39,55,1,46,1107,1006,317,10,1
56.5,1782,32,54,3,43,1148,1028,289,8,3
57,1784,43,59,2,42,1134,1026,293,8,3
57.5,1816,47,61,4,39,1121,1019,297,8,3
58,1808,55,51,1,41,1074,1005,313,8,2
58.5,1837,48,53,4,39,1090,1011,310,9,1
59,1860,49,62,4,41,1106,1020,300,9,1
59.5,1833,41,58,3,39,1080,1013,306,10,1
60,1825,41,58,2,42,1094,1010,309,10,1
60.5,1849,41,59,5,42,1087,1015,303,8,3
61,1838,42,54,2,46,1094,998,318,8,2
61.5,1826,48,60,4,44,1113,1028,297,7,3
62,1835,54,59,4,46,1069,1010,318,8,2
62.5,1832,42,58,1,43,1096,1010,316,8,2
63,1839,30,61,1,38,1133,1030,294,9,1
63.5,1864,45,59,3,39,1111,1022,305,10,0
64,1852,51,60,3,35,1092,1011,322,10,1
64.5,1837,38,52,4,39,1099,998,336,11,0
65,1858,42,55,3,42,1095,1028,304,11,0
65.5,1857,36,63,5,46,1090,1020,303,10,1
66,1836,46,65,2,52,1106,1025,295,10,1
66.5,1838,40,65,2,45,1116,1031,292,10,0
67,1874,42,57,4,44,1121,1028,302,10,0
67.5,1899,32,58,5,36,1127,1031,297,10,2
68,1924,39,58,2,39,1100,1026,303,8,3
68.5,1932,47,53,3,45,1115,1043,290,8,3
69,1905,47,56,1,41,1082,1013,319,7,4
69.5,1931,47,56,3,41,1087,1008,323,6,5
70,1933,54,57,1,35,1103,1016,319,6,5
70.5,1907,42,64,2,36,1108,1017,320,7,3
71,1940,39,64,1,38,1118,1031,299,7,2
71.5,1941,49,57,2,37,1095,1018,314,8,1
72,1935,47,61,2,37,1092,1027,304,8,2
72.5,1930,49,53,3,50,1085,1029,306,8,2
73,1915,62,59,3,44,1058,1007,326,7,2
73.5,1911,37,60,2,36,1104,1041,293,7,3
74,1952,46,55,3,40,1054,1018,319,7,3
74.5,1944,39,63,3,38,1072,1039,297,7,3
75,1927,54,63,2,43,1068,1046,288,6,4
75.6,1926,37,66,2,35,1060,1030,306,6,5
76.1,1946,43,63,4,38,1072,1052,291,7,4
76.6,1937,37,73,3,37,1064,1028,313,7,3
77.1,1902,55,75,4,32,1040,1028,311,7,3
77.6,1945,50,63,9,25,1034,1034,301,6,4
78.1,1954,44,59,1,29,1063,1042,295,7,2
78.6,1972,43,63,1,30,1073,1048,294,8,1
79.1,1975,46,66,4,27,1073,1047,298,7,2
79.6,1999,39,60,4,33,1062,1043,300,7,2
80.1,2029,39,58,3,28,1069,1053,293,8,3
80.6,1974,45,63,1,26,1060,1041,306,8,3
81.1,1970,40,57,3,32,1053,1040,302,9,2
81.6,1975,56,53,2,37,1044,1039,308,9,1
82.1,1993,50,56,1,37,1033,1027,317,10,0
82.6,2004,38,60,2,39,1070,1044,305,10,0
83.1,2022,37,55,2,34,1095,1045,306,10,0
83.6,2020,47,58,3,35,1083,1045,298,10,0
84.1,2033,45,50,3,36,1077,1028,320,9,1
84.6,2023,47,48,4,30,1072,1037,308,9,1
85.1,2009,45,47,3,34,1096,1039,310,9,3
85.6,2021,57,43,3,39,1076,1027,319,8,4
86.1,2060,43,55,4,36,1089,1033,310,9,3
86.6,2012,51,59,3,30,1083,1035,316,9,3
87.1,2031,42,59,3,33,1078,1029,319,7,4
87.6,2068,39,55,3,31,1092,1022,326,8,3
88.1,2064,46,54,5,35,1089,1053,292,6,5
88.6,2042,52,63,3,34,1054,1036,311,7,4
89.1,2083,52,69,1,33,1061,1050,296,7,3
89.6,2051,45,65,3,38,1038,1025,329,5,5
90.1,2046,48,61,3,35,1056,1042,311,4,6
90.6,2059,55,61,3,31,1064,1047,308,6,4
91.1,2036,51,54,4,34,1047,1040,313,6,4
91.6,2043,39,62,2,41,1106,1072,285,5,5
92.1,1987,47,62,0,46,1075,1047,307,7,3
92.6,2001,54,51,3,43,1095,1077,280,7,3
93.1,2053,50,52,3,51,1085,1066,283,7,3
93.6,2001,40,46,1,49,1069,1040,309,8,2
94.1,1976,39,60,1,47,1071,1039,313,8,2
94.6,2031,52,69,1,50,1055,1049,302,5,5
95.1,2026,51,60,3,41,1073,1060,293,6,4
95.6,2051,47,61,3,38,1058,1038,317,7,3
96.1,2026,41,59,2,40,1077,1044,310,4,6
96.6,2005,29,56,4,50,1064,1037,317,6,2
97.1,2040,38,53,4,54,1073,1055,294,6,1
97.6,2053,44,56,1,59,1075,1060,294,5,2
98.1,2029,55,53,4,51,1063,1053,295,5,2
98.6,1991,39,58,4,46,1099,1063,286,5,2
99.1,1933,43,63,2,52,1076,1045,311,5,1
99.6,1945,42,71,0,37,1027,1016,338,5,1
100.1,1960,37,61,3,39,1052,1047,312,5,1
100.6,1986,47,61,3,37,1022,1036,322,5,1
101.1,1956,56,64,4,36,1038,1040,312,5,1
101.6,2019,43,56,5,40,1051,1052,301,4,2
102.1,1979,38,47,3,36,1066,1047,313,4,5
102.6,2031,36,50,5,42,1084,1079,280,3,5
103.1,2048,38,50,1,39,1067,1052,313,4,5
103.6,2036,49,52,2,41,1055,1051,309,6,4
104.1,2038,45,54,2,28,1073,1052,306,7,1
104.6,2020,33,50,3,44,1055,1039,317,7,1
105.1,1992,56,50,2,47,1046,1054,295,7,1
105.6,2013,46,47,3,48,1044,1045,303,7,1
106.1,1989,44,45,9,48,1022,1036,312,7,1
106.6,1938,57,52,3,55,1037,1046,304,7,2
107.1,1979,32,57,4,53,1046,1038,312,6,3
107.6,1957,55,51,3,52,1055,1066,286,6,2
108.1,1990,47,57,1,55,1074,1069,283,8,0
108.6,2001,39,52,2,52,1050,1044,310,8,0
109.1,2005,39,58,4,54,1052,1069,291,8,0
109.6,1989,41,62,1,50,1049,1043,316,7,1
110.1,1936,53,58,4,57,1059,1068,288,6,1
110.6,1970,44,59,2,49,1049,1052,302,6,0
111.1,1977,39,76,2,48,1074,1061,293,6,0
111.6,1984,57,68,5,44,1060,1072,282,6,0
112.1,2002,48,63,6,41,1055,1049,304,6,0
112.6,2035,52,63,1,48,1040,1028,325,6,1
113.1,2031,54,63,1,41,1038,1024,333,6,0
113.6,2018,29,71,5,41,1078,1048,308,5,1
114.1,2075,43,71,4,40,1067,1047,309,5,1
114.6,2095,52,71,2,40,1078,1053,299,5,1
115.1,2069,34,63,4,42,1134,1091,260,6,1
115.6,2041,55,61,0,47,1068,1046,306,6,1
116.1,2054,58,63,1,42,1057,1046,303,7,0
116.6,2100,51,60,4,40,1071,1052,302,7,1
117.1,2091,48,63,4,39,1062,1049,302,7,1
117.6,2107,41,67,3,33,1049,1043,304,8,1
118.1,2085,56,63,3,37,1070,1056,292,9,0
118.6,2116,52,60,1,44,1085,1068,281,8,0
119.1,2126,51,59,1,42,1057,1046,301,8,0
119.6,2116,46,58,3,46,1051,1036,314,8,0
120.1,2120,50,61,3,43,1082,1063,290,8,0
120.6,2115,51,53,2,53,1060,1048,311,9,0
121.1,2123,41,63,0,53,1080,1062,298,8,0
121.6,2107,53,57,3,59,1084,1095,265,8,0
122.1,2159,30,63,4,50,1049,1056,307,7,1
122.6,2138,38,64,3,52,1038,1052,313,7,1
123.1,2084,49,59,5,51,1056,1066,298,7,1
123.6,2147,48,69,2,44,1034,1055,315,7,1
124.1,2137,49,62,2,46,1042,1063,309,6,2
124.6,2119,38,62,6,43,1063,1063,314,6,2
125.1,2109,38,70,2,42,1071,1063,313,7,2
125.6,2100,38,63,4,48,1073,1055,317,6,1
126.1,2080,53,63,2,41,1051,1055,314,6,1
126.6,2128,47,54,6,50,1068,1046,320,6,0
127.1,2104,49,67,4,45,1042,1033,327,5,1
127.6,2129,40,62,7,50,1059,1039,316,5,2
128.1,2130,49,56,4,47,1104,1077,284,5,3
128.6,2130,47,58,2,42,1078,1068,290,5,3
129.1,2129,44,55,2,38,1068,1037,321,6,2
129.6,2091,53,61,4,50,1058,1059,306,7,1
130.1,2078,54,72,2,40,1093,1068,296,7,1
130.6,2114,53,66,0,42,1060,1062,303,6,2
131.1,2171,39,63,3,43,1053,1053,312,7,1
131.6,2172,38,58,2,38,1081,1064,305,7,1
132.1,2139,51,59,3,42,1060,1047,321,7,1
132.6,2135,54,59,3,38,1042,1029,340,6,2
133.1,2128,36,60,3,43,1081,1063,306,6,2
133.6,2121,39,60,1,50,1066,1062,311,6,2
134.1,2160,47,57,2,49,1048,1060,307,7,1
134.6,2182,47,58,4,43,1057,1062,304,7,1
135.1,2136,49,56,3,49,1049,1070,297,7,1
135.6,2121,54,57,6,49,1056,1078,286,6,2
136.1,2134,57,68,0,54,1080,1078,287,6,1
136.6,2129,58,63,4,54,1087,1092,270,6,1
137.1,2108,51,66,2,49,1099,1094,265,6,1
137.6,2136,37,68,0,38,1085,1060,298,6,1
138.1,2109,59,58,2,47,1038,1040,323,6,2
138.6,2152,52,58,2,52,1044,1031,330,7,1
139.1,2185,46,54,2,48,1064,1055,314,7,1
139.6,2181,43,56,1,54,1053,1053,317,6,2
140.1,2206,51,63,3,51,1052,1054,311,7,2
140.6,2167,46,63,3,42,1053,1054,314,7,2
141.1,2177,44,69,4,45,1057,1050,318,8,1
141.6,2203,42,69,1,44,1050,1056,314,8,1
142.1,2176,48,69,3,52,1032,1057,311,8,1
142.6,2209,40,67,5,47,1041,1066,305,9,0
143.1,2179,44,69,4,41,1039,1054,316,9,0
143.6,2208,36,72,4,46,1072,1099,275,8,1
144.1,2208,42,68,3,44,1044,1074,300,8,1
144.6,2222,42,68,4,44,1043,1053,319,8,1
145.1,2196,48,69,4,43,1031,1064,310,8,1
145.6,2167,45,64,4,41,1043,1083,293,8,0
146.1,2140,55,56,1,42,990,1055,321,9,2
146.6,2179,56,53,3,44,1005,1057,319,10,1
147.1,2195,36,58,2,47,1037,1069,308,10,0
147.6,2190,51,56,2,52,1027,1043,331,9,1
148.1,2184,42,55,2,55,1029,1057,315,9,1
148.6,2211,43,58,4,47,1057,1087,283,9,1
149.1,2243,50,60,6,47,1010,1054,312,10,1
149.6,2257,34,60,2,49,1051,1062,304,10,1
150.1,2264,44,60,0,43,1001,1042,329,12,0
150.6,2286,44,63,0,47,1021,1061,311,11,0
