time,PGL3,PGL3-mRNA,MEG3,MEG3-mRNA,MEG3p,mRNA,MEX5,MEX5-mRNA,Pgran,pre-Pgran
50,1379,23,51,1,77,1014,1903,489,2,1
50.5,1368,33,48,0,84,956,1842,556,2,1
51,1406,28,48,2,79,999,1880,515,2,0
51.5,1411,35,52,1,86,1019,1886,503,2,0
52,1396,34,56,3,85,1019,1888,499,2,1
52.5,1438,21,58,1,76,1030,1884,510,3,0
53,1424,21,55,1,75,1026,1892,499,3,0
53.5,1390,29,51,4,75,992,1900,489,3,0
54,1385,30,54,0,78,999,1868,525,2,1
54.5,1404,30,58,1,77,1000,1883,507,3,0
55,1400,23,54,3,78,970,1851,544,3,0
55.5,1398,20,55,2,79,1010,1879,517,3,0
56,1364,28,54,2,81,1002,1877,524,1,1
56.5,1392,27,52,2,78,995,1873,526,2,0
57,1382,29,47,6,86,993,1873,530,2,0
57.5,1387,24,48,1,88,1013,1883,520,3,0
58,1382,36,41,0,94,1000,1858,552,3,0
58.5,1420,32,47,2,92,1037,1905,496,2,1
59,1426,29,53,0,83,1054,1925,471,3,0
59.5,1438,29,52,0,83,1000,1882,515,3,0
60,1373,29,50,0,87,1019,1887,517,3,0
60.5,1427,39,51,3,82,1028,1875,529,1,1
61,1433,37,49,5,77,1049,1889,516,2,1
61.5,1436,38,52,3,72,1003,1858,549,2,1
62,1435,35,55,1,75,1025,1847,556,2,1
62.5,1444,31,53,1,79,1055,1881,512,2,1
63,1449,29,52,1,85,1078,1873,528,2,0
63.5,1451,36,49,2,79,1059,1870,531,2,0
64,1485,31,51,3,81,1010,1852,554,2,0
64.5,1458,35,50,1,77,1012,1861,539,2,0
65,1433,33,47,3,76,1009,1869,532,2,0
65.5,1441,26,50,2,76,1014,1876,523,2,0
66,1450,23,43,1,72,1035,1895,503,2,0
66.5,1493,28,48,1,82,1062,1902,496,2,0
67,1485,33,41,3,84,1040,1912,481,2,0
67.5,1492,18,44,3,88,1045,1887,504,2,0
68,1479,29,48,2,79,1039,1901,488,2,0
68.5,1446,33,47,2,83,1044,1888,500,1,1
69,1452,45,39,6,76,1025,1900,498,2,0
69.5,1457,36,40,2,77,1026,1895,508,2,0
70,1504,29,48,0,81,1046,1896,502,2,0
70.5,1465,38,42,2,76,993,1855,536,2,0
71,1480,32,39,4,76,1005,1875,526,2,0
71.5,1518,34,41,1,73,1038,1906,500,2,0
72,1462,36,39,3,70,1029,1895,509,2,0
72.5,1463,35,45,0,81,1027,1901,503,2,0
73,1471,28,47,1,74,1021,1885,517,2,0
73.5,1480,34,47,0,83,981,1853,551,2,0
74,1504,24,48,1,85,1001,1861,540,1,1
74.5,1496,39,46,0,83,1021,1876,523,1,1
75,1527,23,43,2,86,1030,1879,510,1,1
75.6,1497,26,46,3,85,1022,1860,529,1,0
76.1,1505,27,50,1,82,1022,1865,514,1,0
76.6,1509,29,43,3,86,1005,1862,518,1,0
77.1,1508,34,51,3,75,1017,1881,501,2,0
77.6,1500,39,54,2,76,1022,1862,521,2,0
78.1,1555,33,51,3,78,989,1847,531,2,0
78.6,1558,27,49,3,90,996,1842,526,2,0
79.1,1554,38,43,1,89,1011,1850,516,2,0
79.6,1561,28,46,0,82,1010,1842,522,2,0
80.1,1591,19,47,1,81,1047,1858,503,2,0
80.6,1595,36,46,3,78,995,1843,513,2,0
81.1,1604,35,48,0,81,1014,1871,488,2,0
81.6,1597,31,50,1,79,1010,1851,506,2,0
82.1,1534,32,42,2,87,1012,1846,514,1,1
82.6,1532,31,46,2,94,1004,1859,501,1,1
83.1,1508,31,42,1,84,1005,1845,525,1,1
83.6,1515,24,43,0,83,1018,1859,512,1,1
84.1,1533,31,45,0,79,1010,1852,524,2,0
84.6,1520,29,49,4,87,1017,1868,511,2,0
85.1,1559,38,54,1,82,1005,1881,492,1,1
85.6,1578,26,43,5,87,1001,1870,508,2,0
86.1,1588,34,51,2,91,985,1837,543,2,0
86.6,1539,33,49,6,82,1000,1858,511,2,0
87.1,1576,31,59,0,87,1002,1850,527,2,0
87.6,1562,38,58,0,77,1006,1850,525,2,0
88.1,1573,40,52,5,76,1052,1891,481,2,0
88.6,1573,32,48,2,80,1002,1833,542,2,0
89.1,1604,30,49,1,85,1014,1840,545,2,0
89.6,1585,28,47,1,84,1025,1873,508,2,0
90.1,1574,43,39,4,81,1003,1849,532,2,0
90.6,1567,32,41,3,81,1028,1862,517,2,0
91.1,1554,33,47,2,90,994,1843,530,2,0
91.6,1568,34,46,2,88,1009,1849,529,1,1
92.1,1558,33,36,4,86,990,1858,526,2,0
92.6,1555,35,36,1,83,1005,1860,518,2,0
93.1,1570,44,38,3,71,983,1856,519,2,0
93.6,1593,29,39,3,76,1024,1873,507,1,1
94.1,1619,36,36,4,75,1036,1883,499,1,1
94.6,1605,47,35,3,75,1021,1878,495,1,0
95.1,1602,37,41,1,79,1041,1888,492,1,0
95.6,1621,31,41,3,71,1004,1852,531,1,0
96.1,1623,34,43,1,80,1025,1882,500,1,0
96.6,1619,30,42,1,85,1005,1875,503,1,0
97.1,1664,36,38,0,74,1020,1872,505,1,0
97.6,1642,42,41,0,73,1015,1872,503,1,0
98.1,1610,29,36,3,78,999,1858,511,1,0
98.6,1618,42,37,3,75,1025,1878,494,1,0
99.1,1602,46,51,0,71,1010,1876,491,1,0
99.6,1667,28,49,3,69,1012,1876,487,1,0
100.1,1650,43,48,1,63,984,1853,510,1,0
100.6,1670,33,42,3,66,1015,1870,495,1,0
101.1,1693,36,46,3,65,1015,1872,493,1,0
101.6,1676,35,48,0,73,990,1842,531,1,0
102.1,1667,30,51,2,70,976,1820,548,0,1
102.6,1623,39,47,4,70,969,1839,526,1,0
103.1,1634,39,45,1,82,998,1831,530,1,0
103.6,1658,31,47,0,77,1038,1867,498,1,0
104.1,1635,36,43,2,74,996,1813,557,1,0
104.6,1606,39,44,0,72,1015,1821,546,1,0
105.1,1660,28,40,4,72,1024,1812,549,1,0
105.6,1639,31,50,0,70,1035,1838,512,1,0
106.1,1638,43,37,2,74,1025,1837,506,1,0
106.6,1692,29,48,2,71,1052,1852,493,1,0
107.1,1674,28,43,2,74,1037,1838,508,1,0
107.6,1652,50,42,2,82,996,1835,510,1,0
108.1,1699,50,52,0,85,994,1845,505,1,0
108.6,1702,38,44,0,83,1011,1843,504,1,0
109.1,1696,37,45,2,79,1020,1841,497,1,0
109.6,1729,45,43,3,75,987,1826,517,1,0
110.1,1738,29,40,1,80,1014,1830,504,1,0
110.6,1716,38,39,2,80,997,1838,500,1,0
111.1,1722,21,44,1,79,1010,1836,499,1,0
111.6,1747,28,46,1,75,1016,1848,484,1,0
112.1,1757,42,47,1,65,977,1840,495,1,0
112.6,1760,23,47,2,65,979,1823,511,1,0
113.1,1709,40,45,0,65,983,1818,518,1,0
113.6,1704,40,36,2,64,1010,1850,485,0,1
114.1,1704,28,29,3,75,987,1815,520,0,1
114.6,1743,43,35,1,65,1001,1820,517,0,1
115.1,1773,32,37,0,69,1020,1858,486,0,1
115.6,1757,49,45,1,64,1036,1892,456,0,1
116.1,1804,39,41,1,64,989,1833,518,0,1
116.6,1771,42,39,2,68,971,1815,529,0,1
117.1,1800,41,43,2,69,1014,1828,516,0,0
117.6,1812,40,43,2,70,998,1832,517,0,0
118.1,1795,33,38,1,73,1020,1853,499,0,0
118.6,1796,36,42,3,74,1023,1858,505,0,0
119.1,1819,42,42,3,73,1016,1852,509,0,0
119.6,1839,41,47,2,69,1018,1845,517,0,0
120.1,1797,33,41,2,72,1048,1882,481,0,0
120.6,1793,42,36,3,75,1050,1874,486,0,0
121.1,1758,36,41,1,72,998,1824,531,0,0
121.6,1742,31,34,3,77,1017,1848,499,0,0
122.1,1740,38,34,2,70,999,1838,514,0,0
122.6,1728,45,35,0,69,994,1851,507,0,0
123.1,1748,51,39,0,65,1014,1870,487,0,0
123.6,1776,32,36,2,74,1014,1868,488,0,0
124.1,1795,34,40,4,62,968,1813,535,0,0
124.6,1791,33,38,5,66,995,1831,512,0,0
125.1,1807,39,46,2,62,997,1820,524,0,0
125.6,1788,38,51,2,66,1034,1851,496,0,0
126.1,1789,42,44,3,62,1038,1869,482,0,0
126.6,1833,28,46,2,57,1025,1842,504,0,0
127.1,1834,32,55,1,55,1019,1848,503,0,0
127.6,1848,37,50,4,55,991,1857,491,0,0
128.1,1785,30,45,5,57,1016,1867,488,0,0
128.6,1817,33,49,5,53,1023,1869,494,0,0
129.1,1806,50,39,2,65,992,1843,523,0,0
129.6,1865,27,39,3,64,1011,1842,517,0,0
130.1,1854,32,31,3,74,985,1829,539,0,0
130.6,1828,31,34,2,75,1018,1847,518,0,0
131.1,1811,42,38,1,75,1036,1876,492,0,0
131.6,1850,35,36,2,71,1025,1875,495,0,0
132.1,1826,45,36,2,66,1007,1891,480,0,0
132.6,1831,43,47,0,79,1024,1898,476,0,0
133.1,1818,39,45,1,78,969,1837,533,0,0
133.6,1830,43,42,2,76,1000,1849,526,0,0
134.1,1809,41,42,1,71,991,1851,512,0,0
134.6,1819,32,44,2,72,990,1849,512,0,0
135.1,1790,34,41,2,73,1008,1862,494,0,0
135.6,1767,43,47,1,66,1015,1871,476,0,0
136.1,1772,36,36,3,78,1008,1866,485,0,0
136.6,1758,34,40,1,75,1021,1868,483,0,0
137.1,1770,28,42,2,78,1022,1850,503,0,0
137.6,1743,44,48,2,75,995,1830,525,0,0
138.1,1753,35,47,3,75,1007,1845,508,0,0
138.6,1774,26,50,2,72,1025,1865,486,0,0
139.1,1775,30,45,4,74,1006,1849,494,0,0
139.6,1779,40,39,0,79,1019,1836,512,0,0
140.1,1762,37,36,0,74,1033,1848,496,0,0
140.6,1739,35,36,2,77,1021,1850,499,0,0
141.1,1756,34,32,3,80,1023,1833,515,0,0
141.6,1736,42,42,0,74,1028,1845,504,0,0
142.1,1767,26,39,4,76,1014,1818,526,0,0
142.6,1799,40,45,2,76,996,1812,535,0,0
143.1,1827,36,42,2,84,997,1830,513,0,0
143.6,1832,43,45,3,78,1003,1834,508,0,0
144.1,1832,35,38,3,88,990,1817,529,0,0
144.6,1818,38,47,0,75,986,1827,525,0,0
145.1,1813,37,42,1,77,988,1824,524,0,0
145.6,1807,39,37,3,72,1009,1866,484,0,0
146.1,1780,35,46,1,73,1017,1855,495,0,0
146.6,1765,48,38,5,71,985,1840,510,0,0
147.1,1763,34,44,3,69,979,1840,510,0,0
147.6,1804,31,49,1,70,991,1842,502,0,0
148.1,1789,30,36,2,77,981,1829,512,0,0
148.6,1805,40,35,3,79,970,1824,508,0,0
149.1,1766,38,39,0,74,988,1846,484,0,0
149.6,1754,37,40,0,74,1011,1866,465,0,0
150.1,1776,25,35,1,78,1031,1868,468,0,0
150.6,1800,38,28,4,82,951,1820,512,0,0
151.1,1752,43,32,0,78,972,1817,518,0,0
151.6,1752,49,38,4,62,963,1820,507,0,0
152.1,1778,40,36,4,63,959,1837,499,0,0
152.6,1732,43,45,1,64,979,1839,498,0,0
153.1,1742,32,39,2,64,987,1826,507,0,0
153.6,1766,45,48,1,57,1023,1866,471,0,0
154.1,1781,54,48,2,59,1008,1864,465,0,0
154.6,1792,39,48,2,56,990,1833,494,0,0
155.1,1750,44,40,1,56,1022,1865,463,0,0
155.6,1768,35,44,2,64,991,1829,506,0,0
156.1,1773,41,44,4,66,992,1837,494,0,0
156.6,1767,42,41,2,74,1008,1849,483,0,0
157.1,1806,33,46,2,68,988,1830,503,0,0
157.6,1783,50,41,1,75,954,1811,524,0,0
158.1,1778,38,43,0,76,994,1833,500,0,0
158.6,1782,43,42,1,73,992,1862,467,0,0
159.1,1772,38,42,2,77,981,1837,503,0,0
159.6,1785,29,40,2,81,972,1821,513,0,0
160.1,1820,30,47,1,76,974,1830,511,0,0
160.6,1826,33,40,4,69,999,1855,488,0,0
161.1,1774,37,44,1,77,1005,1871,476,0,0
