time,PGL3,PGL3-mRNA,MEG3,MEG3-mRNA,MEG3p,mRNA,MEX5,MEX5-mRNA,Pgran,pre-Pgran
50,1359,34,45,2,66,989,1897,515,2,0
50.5,1336,28,46,4,74,983,1895,512,2,0
51,1347,29,43,1,79,1003,1916,495,2,0
51.5,1365,31,39,2,86,1016,1926,474,2,0
52,1412,29,45,1,78,1023,1913,483,2,0
52.5,1386,36,36,3,79,973,1890,508,2,0
53,1359,19,46,1,80,960,1862,531,2,0
53.5,1350,20,48,0,74,1001,1910,481,2,0
54,1384,31,41,2,82,971,1889,504,2,0
54.5,1371,27,51,2,78,992,1890,495,2,0
55,1409,24,49,2,71,986,1877,507,2,0
55.5,1405,26,48,3,75,970,1870,515,2,0
56,1426,29,40,4,84,978,1888,489,2,0
56.5,1431,27,44,3,76,969,1885,502,2,0
57,1427,25,42,4,69,958,1877,518,2,0
57.5,1431,23,46,1,74,966,1882,507,2,0
58,1399,30,39,4,81,958,1891,502,2,0
58.5,1426,32,46,0,68,983,1911,483,2,0
59,1382,24,48,3,78,958,1898,494,2,0
59.5,1396,28,43,1,74,958,1888,494,1,1
60,1397,25,43,2,75,963,1877,504,1,1
60.5,1395,22,46,2,68,969,1870,513,1,1
61,1380,28,46,0,74,960,1863,523,1,1
61.5,1404,25,45,1,77,993,1890,496,1,1
62,1388,20,38,5,78,973,1877,502,2,0
62.5,1391,21,38,3,71,953,1859,518,2,0
63,1385,35,45,1,71,964,1884,489,2,0
63.5,1412,29,51,1,68,986,1883,497,2,0
64,1407,32,46,1,75,957,1870,507,2,0
64.5,1417,19,46,3,75,983,1888,487,2,0
65,1425,29,48,1,73,990,1912,458,2,0
65.5,1447,27,37,1,81,966,1872,501,2,0
66,1470,22,43,2,76,987,1893,479,2,0
66.5,1484,19,43,2,71,979,1888,481,2,0
67,1485,36,46,2,73,978,1897,475,2,0
67.5,1518,28,43,4,79,959,1872,492,1,1
68,1492,30,45,1,79,964,1867,501,2,0
68.5,1480,28,42,2,73,987,1895,472,2,0
69,1473,31,35,0,70,941,1855,521,2,0
69.5,1471,31,31,0,72,967,1878,504,2,0
70,1486,39,33,0,81,985,1869,506,2,0
